Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
596.59,0.1,0.020165,49.59,30.084,35.043,149.87,38.939,47.281,369.84,2.0506,27.746,0.040687,vapor
601.59,0.1,0.019997,50.006,30.279,35.28,150.26,39.062,47.403,371.29,2.0089,27.936,0.041087,vapor
606.59,0.1,0.019832,50.423,30.475,35.517,150.66,39.183,47.524,372.73,1.9683,28.125,0.041486,vapor
611.59,0.1,0.01967,50.839,30.671,35.755,151.05,39.303,47.644,374.17,1.9287,28.313,0.041885,vapor
616.59,0.1,0.01951,51.255,30.868,35.994,151.43,39.423,47.763,375.6,1.8901,28.501,0.042283,vapor
621.59,0.1,0.019353,51.672,31.066,36.233,151.82,39.541,47.88,377.02,1.8524,28.688,0.042681,vapor
626.59,0.1,0.019198,52.088,31.264,36.473,152.2,39.658,47.997,378.44,1.8157,28.875,0.043077,vapor
631.59,0.1,0.019046,52.505,31.462,36.713,152.59,39.774,48.113,379.85,1.7798,29.06,0.043474,vapor
636.59,0.1,0.018896,52.921,31.662,36.954,152.97,39.889,48.227,381.26,1.7449,29.245,0.04387,vapor
641.59,0.1,0.018749,53.337,31.861,37.195,153.34,40.003,48.341,382.66,1.7107,29.429,0.044265,vapor
646.59,0.1,0.018603,53.753,32.062,37.437,153.72,40.116,48.453,384.06,1.6774,29.613,0.044659,vapor
651.59,0.1,0.01846,54.17,32.263,37.68,154.09,40.228,48.564,385.45,1.6448,29.796,0.045053,vapor
656.59,0.1,0.01832,54.586,32.464,37.923,154.47,40.338,48.675,386.84,1.613,29.978,0.045446,vapor
661.59,0.1,0.018181,55.002,32.666,38.166,154.83,40.448,48.784,388.22,1.582,30.16,0.045839,vapor
666.59,0.1,0.018044,55.419,32.869,38.411,155.2,40.557,48.893,389.6,1.5516,30.341,0.046231,vapor
671.59,0.1,0.01791,55.835,33.072,38.655,155.57,40.665,49,390.97,1.5219,30.521,0.046622,vapor
676.59,0.1,0.017777,56.251,33.276,38.901,155.93,40.772,49.107,392.34,1.4929,30.7,0.047013,vapor
681.59,0.1,0.017647,56.667,33.48,39.146,156.29,40.878,49.213,393.7,1.4646,30.879,0.047403,vapor
686.59,0.1,0.017518,57.084,33.684,39.393,156.65,40.983,49.317,395.06,1.4368,31.058,0.047792,vapor
691.59,0.1,0.017391,57.5,33.89,39.64,157.01,41.087,49.421,396.42,1.4097,31.235,0.048181,vapor
696.59,0.1,0.017266,57.916,34.095,39.887,157.37,41.19,49.524,397.76,1.3831,31.412,0.048569,vapor
701.59,0.1,0.017143,58.332,34.302,40.135,157.72,41.292,49.626,399.11,1.3571,31.589,0.048956,vapor
706.59,0.1,0.017022,58.748,34.508,40.383,158.08,41.394,49.727,400.45,1.3317,31.765,0.049343,vapor
711.59,0.1,0.016902,59.164,34.716,40.632,158.43,41.494,49.827,401.78,1.3068,31.94,0.049729,vapor
716.59,0.1,0.016784,59.581,34.923,40.881,158.78,41.594,49.926,403.11,1.2824,32.114,0.050114,vapor
721.59,0.1,0.016668,59.997,35.132,41.131,159.12,41.692,50.024,404.44,1.2585,32.288,0.050499,vapor
726.59,0.1,0.016553,60.413,35.34,41.382,159.47,41.79,50.122,405.76,1.2351,32.462,0.050882,vapor
731.59,0.1,0.016439,60.829,35.55,41.633,159.81,41.887,50.218,407.08,1.2122,32.635,0.051266,vapor
736.59,0.1,0.016328,61.245,35.759,41.884,160.16,41.983,50.314,408.39,1.1897,32.807,0.051648,vapor
741.59,0.1,0.016218,61.661,35.97,42.136,160.5,42.078,50.409,409.7,1.1677,32.979,0.05203,vapor
