Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
216.59,0.059515,0.033333,30,17.596,19.382,113.59,25.152,33.811,232.52,26.071,10.944,0.010706,vapor
221.59,0.060916,0.033333,30,17.722,19.55,114.16,25.375,34.013,234.96,24.401,11.189,0.011043,vapor
226.59,0.062317,0.033333,30,17.85,19.719,114.73,25.601,34.221,237.36,22.889,11.434,0.011384,vapor
231.59,0.063716,0.033333,30,17.978,19.89,115.29,25.831,34.434,239.73,21.513,11.68,0.011729,vapor
236.59,0.065115,0.033333,30,18.108,20.062,115.85,26.063,34.65,242.07,20.26,11.925,0.012078,vapor
241.59,0.066513,0.033333,30,18.239,20.234,116.4,26.296,34.869,244.38,19.114,12.17,0.012431,vapor
246.59,0.067911,0.033333,30,18.371,20.408,116.94,26.53,35.09,246.66,18.063,12.414,0.012787,vapor
251.59,0.069308,0.033333,30,18.504,20.584,117.47,26.765,35.313,248.91,17.098,12.659,0.013146,vapor
256.59,0.070704,0.033333,30,18.639,20.76,118,26.999,35.537,251.13,16.21,12.903,0.013508,vapor
261.59,0.0721,0.033333,30,18.774,20.937,118.52,27.234,35.761,253.34,15.39,13.146,0.013874,vapor
266.59,0.073495,0.033333,30,18.911,21.116,119.04,27.468,35.986,255.51,14.631,13.39,0.014242,vapor
271.59,0.07489,0.033333,30,19.049,21.296,119.55,27.701,36.21,257.67,13.928,13.632,0.014613,vapor
276.59,0.076285,0.033333,30,19.188,21.477,120.06,27.932,36.434,259.8,13.275,13.875,0.014986,vapor
281.59,0.077679,0.033333,30,19.328,21.659,120.56,28.163,36.657,261.91,12.667,14.116,0.015362,vapor
286.59,0.079073,0.033333,30,19.47,21.842,121.06,28.392,36.879,264,12.101,14.358,0.01574,vapor
291.59,0.080467,0.033333,30,19.612,22.026,121.55,28.62,37.1,266.08,11.573,14.598,0.01612,vapor
296.59,0.08186,0.033333,30,19.756,22.212,122.04,28.845,37.32,268.13,11.079,14.838,0.016502,vapor
301.59,0.083253,0.033333,30,19.901,22.398,122.53,29.069,37.538,270.17,10.616,15.078,0.016887,vapor
306.59,0.084646,0.033333,30,20.047,22.586,123.01,29.291,37.755,272.19,10.182,15.316,0.017273,vapor
311.59,0.086038,0.033333,30,20.194,22.775,123.48,29.511,37.97,274.19,9.7749,15.554,0.017661,vapor
316.59,0.087431,0.033333,30,20.342,22.965,123.95,29.729,38.183,276.18,9.3917,15.792,0.01805,vapor
321.59,0.088823,0.033333,30,20.491,23.156,124.42,29.945,38.395,278.14,9.0308,16.029,0.018442,vapor
326.59,0.090215,0.033333,30,20.641,23.348,124.89,30.159,38.604,280.1,8.6906,16.265,0.018834,vapor
331.59,0.091607,0.033333,30,20.793,23.541,125.35,30.371,38.812,282.04,8.3695,16.5,0.019228,vapor
336.59,0.092999,0.033333,30,20.945,23.735,125.8,30.581,39.018,283.96,8.0659,16.734,0.019624,vapor
341.59,0.09439,0.033333,30,21.098,23.93,126.25,30.788,39.222,285.87,7.7787,16.968,0.02002,vapor
346.59,0.095782,0.033333,30,21.253,24.126,126.7,30.993,39.424,287.77,7.5067,17.201,0.020418,vapor
351.59,0.097173,0.033333,30,21.408,24.323,127.15,31.197,39.624,289.65,7.2487,17.433,0.020817,vapor
356.59,0.098564,0.033333,30,21.565,24.522,127.59,31.398,39.822,291.52,7.0038,17.664,0.021217,vapor
361.59,0.099955,0.033333,30,21.722,24.721,128.03,31.596,40.018,293.38,6.7712,17.895,0.021618,vapor
366.59,0.10135,0.033333,30,21.881,24.921,128.46,31.793,40.212,295.23,6.5499,18.124,0.02202,vapor
371.59,0.10274,0.033333,30,22.04,25.122,128.9,31.988,40.404,297.06,6.3393,18.353,0.022422,vapor
376.59,0.10413,0.033333,30,22.201,25.324,129.32,32.18,40.594,298.88,6.1386,18.581,0.022826,vapor
381.59,0.10552,0.033333,30,22.362,25.528,129.75,32.371,40.782,300.69,5.9473,18.808,0.02323,vapor
386.59,0.10691,0.033333,30,22.524,25.732,130.17,32.559,40.968,302.48,5.7647,19.034,0.023634,vapor
391.59,0.1083,0.033333,30,22.688,25.937,130.59,32.745,41.152,304.27,5.5903,19.26,0.02404,vapor
396.59,0.10969,0.033333,30,22.852,26.142,131.01,32.93,41.334,306.05,5.4235,19.484,0.024446,vapor
401.59,0.11108,0.033333,30,23.017,26.349,131.42,33.112,41.515,307.81,5.2641,19.708,0.024852,vapor
406.59,0.11247,0.033333,30,23.183,26.557,131.83,33.292,41.693,309.56,5.1114,19.93,0.025259,vapor
411.59,0.11386,0.033333,30,23.35,26.766,132.24,33.471,41.87,311.31,4.9651,20.152,0.025666,vapor
416.59,0.11525,0.033333,30,23.518,26.975,132.65,33.647,42.044,313.04,4.8249,20.373,0.026074,vapor
421.59,0.11664,0.033333,30,23.686,27.185,133.05,33.822,42.217,314.76,4.6904,20.593,0.026482,vapor
426.59,0.11803,0.033333,30,23.856,27.397,133.45,33.995,42.389,316.47,4.5613,20.812,0.02689,vapor
431.59,0.11942,0.033333,30,24.026,27.609,133.85,34.166,42.558,318.18,4.4373,21.031,0.027298,vapor
