Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
216.59,0.088887,0.05,20,17.578,19.356,110.17,25.298,34.135,231.94,26.062,10.94,0.010728,vapor
221.59,0.091001,0.05,20,17.705,19.525,110.75,25.508,34.313,234.41,24.396,11.186,0.011065,vapor
226.59,0.093113,0.05,20,17.833,19.695,111.32,25.723,34.5,236.84,22.885,11.432,0.011406,vapor
231.59,0.095223,0.05,20,17.962,19.867,111.88,25.943,34.693,239.23,21.512,11.678,0.011751,vapor
236.59,0.097331,0.05,20,18.092,20.039,112.44,26.165,34.892,241.58,20.26,11.924,0.0121,vapor
241.59,0.099438,0.05,20,18.224,20.212,112.99,26.391,35.096,243.91,19.115,12.169,0.012452,vapor
246.59,0.10154,0.05,20,18.356,20.387,113.53,26.618,35.303,246.21,18.065,12.414,0.012808,vapor
251.59,0.10365,0.05,20,18.49,20.563,114.07,26.846,35.514,248.48,17.101,12.659,0.013168,vapor
256.59,0.10575,0.05,20,18.625,20.74,114.6,27.075,35.726,250.72,16.212,12.904,0.01353,vapor
261.59,0.10785,0.05,20,18.761,20.918,115.12,27.304,35.94,252.93,15.392,13.148,0.013896,vapor
266.59,0.10995,0.05,20,18.898,21.097,115.64,27.534,36.155,255.12,14.634,13.391,0.014264,vapor
271.59,0.11205,0.05,20,19.036,21.277,116.16,27.762,36.371,257.29,13.93,13.634,0.014635,vapor
276.59,0.11415,0.05,20,19.175,21.458,116.66,27.99,36.586,259.44,13.278,13.877,0.015008,vapor
281.59,0.11625,0.05,20,19.316,21.641,117.17,28.217,36.802,261.56,12.67,14.119,0.015384,vapor
286.59,0.11834,0.05,20,19.458,21.824,117.67,28.443,37.017,263.67,12.104,14.361,0.015762,vapor
291.59,0.12044,0.05,20,19.6,22.009,118.16,28.668,37.232,265.75,11.575,14.602,0.016143,vapor
296.59,0.12253,0.05,20,19.744,22.195,118.65,28.891,37.446,267.82,11.081,14.842,0.016525,vapor
301.59,0.12463,0.05,20,19.889,22.382,119.13,29.112,37.659,269.86,10.618,15.082,0.01691,vapor
306.59,0.12672,0.05,20,20.035,22.57,119.61,29.332,37.871,271.89,10.184,15.321,0.017296,vapor
311.59,0.12882,0.05,20,20.183,22.759,120.09,29.55,38.081,273.9,9.7762,15.559,0.017684,vapor
316.59,0.13091,0.05,20,20.331,22.949,120.56,29.766,38.29,275.9,9.3928,15.797,0.018074,vapor
321.59,0.13301,0.05,20,20.48,23.14,121.03,29.98,38.498,277.88,9.0317,16.034,0.018465,vapor
326.59,0.1351,0.05,20,20.631,23.333,121.5,30.192,38.703,279.84,8.6913,16.27,0.018858,vapor
331.59,0.13719,0.05,20,20.782,23.526,121.96,30.402,38.908,281.79,8.3699,16.505,0.019252,vapor
336.59,0.13928,0.05,20,20.935,23.72,122.41,30.61,39.11,283.72,8.0662,16.74,0.019647,vapor
