Index_within_Experiment,Time,C_X,C_N,C_L,C_x0,C_N0,F_in,C_N_in,I0
27,20.35175879,1.878579699,1.603173657,0.002655139,1,0.5,0.014,5,148
28,21.10552764,1.906617862,1.64479772,0.002732993,1,0.5,0.014,5,148
29,21.85929648,1.934133737,1.686543244,0.002809199,1,0.5,0.014,5,148
30,22.61306533,1.961129691,1.728410202,0.002883783,1,0.5,0.014,5,148
31,23.36683417,1.987608399,1.770398468,0.002956769,1,0.5,0.014,5,148
32,24.12060302,2.013572849,1.812507813,0.003028181,1,0.5,0.014,5,148
33,24.87437186,2.03902634,1.854737906,0.003098044,1,0.5,0.014,5,148
34,25.6281407,2.063972482,1.897088318,0.003166384,1,0.5,0.014,5,148
35,26.38190955,2.088415193,1.939558516,0.003233224,1,0.5,0.014,5,148
36,27.13567839,2.112358707,1.982147867,0.003298591,1,0.5,0.014,5,148
37,27.88944724,2.135807564,2.024855637,0.00336251,1,0.5,0.014,5,148
38,28.64321608,2.158766618,2.067680989,0.003425006,1,0.5,0.014,5,148
39,29.39698492,2.181241033,2.110622989,0.003486104,1,0.5,0.014,5,148
40,30.15075377,2.203236284,2.153680597,0.003545831,1,0.5,0.014,5,148
41,30.90452261,2.224758156,2.196852674,0.003604211,1,0.5,0.014,5,148
42,31.65829146,2.245812746,2.240137981,0.003661272,1,0.5,0.014,5,148
43,32.4120603,2.266406462,2.283535177,0.003717038,1,0.5,0.014,5,148
44,33.16582915,2.286546023,2.327042817,0.003771537,1,0.5,0.014,5,148
45,33.91959799,2.306238457,2.37065936,0.003824793,1,0.5,0.014,5,148
46,34.67336683,2.325491105,2.414383161,0.003876835,1,0.5,0.014,5,148
47,35.42713568,2.344311619,2.458212472,0.003927688,1,0.5,0.014,5,148
48,36.18090452,2.362707961,2.502145447,0.003977379,1,0.5,0.014,5,148
49,36.93467337,2.380688403,2.546180139,0.004025935,1,0.5,0.014,5,148
50,37.68844221,2.39826153,2.590314496,0.004073382,1,0.5,0.014,5,148
51,38.44221106,2.415436237,2.634546369,0.004119748,1,0.5,0.014,5,148
52,39.1959799,2.432221729,2.678873507,0.00416506,1,0.5,0.014,5,148
53,39.94974874,2.448627524,2.723293555,0.004209345,1,0.5,0.014,5,148
54,40.70351759,2.464663448,2.76780406,0.00425263,1,0.5,0.014,5,148
55,41.45728643,2.480339641,2.812402467,0.004294943,1,0.5,0.014,5,148
56,42.21105528,2.495666552,2.857086118,0.004336312,1,0.5,0.014,5,148
57,42.96482412,2.510654942,2.901852258,0.004376764,1,0.5,0.014,5,148
58,43.71859296,2.525315882,2.946698026,0.004416328,1,0.5,0.014,5,148
59,44.47236181,2.539660753,2.991620463,0.004455031,1,0.5,0.014,5,148
60,45.22613065,2.55370125,3.036616507,0.004492901,1,0.5,0.014,5,148
61,45.9798995,2.567449376,3.081682998,0.004529967,1,0.5,0.014,5,148
62,46.73366834,2.580917446,3.12681667,0.004566257,1,0.5,0.014,5,148
63,47.48743719,2.594118087,3.17201416,0.004601799,1,0.5,0.014,5,148
64,48.24120603,2.607063079,3.217272357,0.004636622,1,0.5,0.014,5,148
65,48.99497487,2.61975404,3.262591194,0.004670739,1,0.5,0.014,5,148
66,49.74874372,2.63219339,3.307970215,0.004704162,1,0.5,0.014,5,148
67,50.50251256,2.644384659,3.35340861,0.0047369,1,0.5,0.014,5,148
68,51.25628141,2.656331381,3.398905564,0.004768964,1,0.5,0.014,5,148
69,52.01005025,2.668037101,3.444460258,0.004800365,1,0.5,0.014,5,148
70,52.7638191,2.679505374,3.490071867,0.004831113,1,0.5,0.014,5,148
71,53.51758794,2.690739761,3.535739564,0.00486122,1,0.5,0.014,5,148
72,54.27135678,2.701743832,3.581462515,0.004890694,1,0.5,0.014,5,148
73,55.02512563,2.712521167,3.627239882,0.004919548,1,0.5,0.014,5,148
74,55.77889447,2.723075354,3.673070823,0.004947791,1,0.5,0.014,5,148
75,56.53266332,2.733409988,3.718954491,0.004975433,1,0.5,0.014,5,148
76,57.28643216,2.743528675,3.764890035,0.005002486,1,0.5,0.014,5,148
77,58.04020101,2.753435028,3.810876598,0.005028959,1,0.5,0.014,5,148
78,58.79396985,2.763132669,3.856913319,0.005054863,1,0.5,0.014,5,148
79,59.54773869,2.772625229,3.902999332,0.005080208,1,0.5,0.014,5,148
80,60.30150754,2.781916347,3.949133769,0.005105004,1,0.5,0.014,5,148
81,61.05527638,2.791009671,3.995315753,0.005129262,1,0.5,0.014,5,148
82,61.80904523,2.799908857,4.041544405,0.005152992,1,0.5,0.014,5,148
83,62.56281407,2.808617569,4.087818842,0.005176204,1,0.5,0.014,5,148
84,63.31658291,2.817139483,4.134138175,0.005198907,1,0.5,0.014,5,148
85,64.07035176,2.825478278,4.18050151,0.005221113,1,0.5,0.014,5,148
86,64.8241206,2.833637647,4.22690795,0.005242831,1,0.5,0.014,5,148
87,65.57788945,2.841621288,4.273356593,0.005264072,1,0.5,0.014,5,148
88,66.33165829,2.849432909,4.31984653,0.005284844,1,0.5,0.014,5,148
89,67.08542714,2.857076227,4.366376851,0.005305159,1,0.5,0.014,5,148
90,67.83919598,2.864554967,4.412946639,0.005325027,1,0.5,0.014,5,148
91,68.59296482,2.871872861,4.459554974,0.005344456,1,0.5,0.014,5,148
92,69.34673367,2.879033653,4.506200928,0.005363457,1,0.5,0.014,5,148
93,70.10050251,2.886041092,4.552883573,0.00538204,1,0.5,0.014,5,148
94,70.85427136,2.892898938,4.599601974,0.005400215,1,0.5,0.014,5,148
95,71.6080402,2.89961096,4.64635519,0.005417992,1,0.5,0.014,5,148
96,72.36180905,2.906180933,4.693142279,0.005435379,1,0.5,0.014,5,148
97,73.11557789,2.912612642,4.73996229,0.005452388,1,0.5,0.014,5,148
98,73.86934673,2.918909881,4.786814272,0.005469027,1,0.5,0.014,5,148
99,74.62311558,2.925076452,4.833697265,0.005485307,1,0.5,0.014,5,148
100,75.37688442,2.931116166,4.880610308,0.005501236,1,0.5,0.014,5,148
101,76.13065327,2.937032842,4.927552433,0.005516826,1,0.5,0.014,5,148
102,76.88442211,2.942830307,4.974522668,0.005532084,1,0.5,0.014,5,148
103,77.63819095,2.9485124,5.021520037,0.005547021,1,0.5,0.014,5,148
104,78.3919598,2.954082963,5.068543559,0.005561647,1,0.5,0.014,5,148
105,79.14572864,2.959545852,5.115592248,0.00557597,1,0.5,0.014,5,148
106,79.89949749,2.964904928,5.162665114,0.00559,1,0.5,0.014,5,148
107,80.65326633,2.970164062,5.209761162,0.005603747,1,0.5,0.014,5,148
108,81.40703518,2.975327134,5.256879393,0.00561722,1,0.5,0.014,5,148
109,82.16080402,2.98039803,5.304018801,0.005630428,1,0.5,0.014,5,148
110,82.91457286,2.985380648,5.351178379,0.005643381,1,0.5,0.014,5,148
111,83.66834171,2.990278894,5.398357113,0.005656088,1,0.5,0.014,5,148
112,84.42211055,2.995096679,5.445553985,0.005668558,1,0.5,0.014,5,148
113,85.1758794,2.999837928,5.492767972,0.005680801,1,0.5,0.014,5,148
114,85.92964824,3.004506569,5.539998047,0.005692825,1,0.5,0.014,5,148
115,86.68341709,3.009106544,5.587243179,0.00570464,1,0.5,0.014,5,148
116,87.43718593,3.013641799,5.63450233,0.005716255,1,0.5,0.014,5,148
117,88.19095477,3.018116292,5.681774459,0.00572768,1,0.5,0.014,5,148
118,88.94472362,3.022533988,5.729058521,0.005738922,1,0.5,0.014,5,148
119,89.69849246,3.026896599,5.776354107,0.005749988,1,0.5,0.014,5,148
120,90.45226131,3.031187505,5.823666001,0.005760846,1,0.5,0.014,5,148
121,91.20603015,3.035403338,5.870995214,0.005771491,1,0.5,0.014,5,148
122,91.95979899,3.039545097,5.918341517,0.005781928,1,0.5,0.014,5,148
123,92.71356784,3.043613781,5.965704681,0.005792157,1,0.5,0.014,5,148
124,93.46733668,3.047610383,6.013084476,0.005802183,1,0.5,0.014,5,148
125,94.22110553,3.051535896,6.060480674,0.005812008,1,0.5,0.014,5,148
126,94.97487437,3.05539131,6.107893047,0.005821635,1,0.5,0.014,5,148
127,95.72864322,3.059177612,6.155321367,0.005831067,1,0.5,0.014,5,148
128,96.48241206,3.062895786,6.202765407,0.005840306,1,0.5,0.014,5,148
129,97.2361809,3.066546815,6.25022494,0.005849357,1,0.5,0.014,5,148
130,97.98994975,3.070131678,6.29769974,0.005858221,1,0.5,0.014,5,148
131,98.74371859,3.073651354,6.34518958,0.005866901,1,0.5,0.014,5,148
132,99.49748744,3.077106815,6.392694235,0.0058754,1,0.5,0.014,5,148
133,100.2512563,3.080499035,6.440213479,0.005883722,1,0.5,0.014,5,148
134,101.0050251,3.083828984,6.487747088,0.005891868,1,0.5,0.014,5,148
135,101.758794,3.087097627,6.535294837,0.005899842,1,0.5,0.014,5,148
136,102.5125628,3.090305931,6.582856502,0.005907646,1,0.5,0.014,5,148
137,103.2663317,3.093454858,6.63043186,0.005915284,1,0.5,0.014,5,148
138,104.0201005,3.096545367,6.678020687,0.005922757,1,0.5,0.014,5,148
139,104.7738693,3.099578414,6.72562276,0.005930069,1,0.5,0.014,5,148
140,105.5276382,3.102554956,6.773237856,0.005937223,1,0.5,0.014,5,148
141,106.281407,3.105475944,6.820865755,0.00594422,1,0.5,0.014,5,148
142,107.0351759,3.108342328,6.868506233,0.005951065,1,0.5,0.014,5,148
143,107.7889447,3.111155056,6.916159071,0.005957759,1,0.5,0.014,5,148
144,108.5427136,3.113915071,6.963824046,0.005964306,1,0.5,0.014,5,148
145,109.2964824,3.116623316,7.011500939,0.005970707,1,0.5,0.014,5,148
146,110.0502513,3.11928073,7.059189529,0.005976966,1,0.5,0.014,5,148
147,110.8040201,3.121888252,7.106889597,0.005983085,1,0.5,0.014,5,148
148,111.5577889,3.124446815,7.154600923,0.005989067,1,0.5,0.014,5,148
149,112.3115578,3.126957352,7.202323289,0.005994915,1,0.5,0.014,5,148
150,113.0653266,3.129420792,7.250056476,0.006000631,1,0.5,0.014,5,148
151,113.8190955,3.131838063,7.297800267,0.006006218,1,0.5,0.014,5,148
152,114.5728643,3.13421009,7.345554442,0.006011679,1,0.5,0.014,5,148
153,115.3266332,3.136537794,7.393318787,0.006017015,1,0.5,0.014,5,148
154,116.080402,3.138822095,7.441093082,0.00602223,1,0.5,0.014,5,148
155,116.8341709,3.141063911,7.488877113,0.006027327,1,0.5,0.014,5,148
156,117.5879397,3.143264156,7.536670662,0.006032307,1,0.5,0.014,5,148
157,118.3417085,3.145423742,7.584473515,0.006037173,1,0.5,0.014,5,148
158,119.0954774,3.147543579,7.632285456,0.006041928,1,0.5,0.014,5,148
159,119.8492462,3.149624575,7.68010627,0.006046575,1,0.5,0.014,5,148
160,120.6030151,3.151667633,7.727935742,0.006051116,1,0.5,0.014,5,148
161,121.3567839,3.153673656,7.77577366,0.006055553,1,0.5,0.014,5,148
162,122.1105528,3.155643544,7.823619809,0.006059889,1,0.5,0.014,5,148
163,122.8643216,3.157578194,7.871473975,0.006064126,1,0.5,0.014,5,148
164,123.6180905,3.159478501,7.919335947,0.006068268,1,0.5,0.014,5,148
165,124.3718593,3.161345357,7.967205511,0.006072315,1,0.5,0.014,5,148
166,125.1256281,3.163179651,8.015082456,0.006076272,1,0.5,0.014,5,148
167,125.879397,3.16498227,8.06296657,0.00608014,1,0.5,0.014,5,148
168,126.6331658,3.1667541,8.110857642,0.006083921,1,0.5,0.014,5,148
169,127.3869347,3.168496023,8.15875546,0.006087619,1,0.5,0.014,5,148
170,128.1407035,3.170208918,8.206659816,0.006091235,1,0.5,0.014,5,148
171,128.8944724,3.171893662,8.254570497,0.006094772,1,0.5,0.014,5,148
172,129.6482412,3.17355113,8.302487296,0.006098233,1,0.5,0.014,5,148
173,130.4020101,3.175182195,8.350410002,0.006101619,1,0.5,0.014,5,148
174,131.1557789,3.176787725,8.398338408,0.006104933,1,0.5,0.014,5,148
175,131.9095477,3.178368589,8.446272304,0.006108178,1,0.5,0.014,5,148
176,132.6633166,3.17992565,8.494211482,0.006111356,1,0.5,0.014,5,148
177,133.4170854,3.181459771,8.542155735,0.006114468,1,0.5,0.014,5,148
178,134.1708543,3.182971812,8.590104856,0.006117518,1,0.5,0.014,5,148
179,134.9246231,3.18446263,8.638058638,0.006120508,1,0.5,0.014,5,148
180,135.678392,3.185932818,8.686016941,0.006123439,1,0.5,0.014,5,148
181,136.4321608,3.187379053,8.733980624,0.006126304,1,0.5,0.014,5,148
182,137.1859296,3.188800418,8.781949931,0.006129101,1,0.5,0.014,5,148
183,137.9396985,3.190197354,8.829924763,0.00613183,1,0.5,0.014,5,148
184,138.6934673,3.191570291,8.877905019,0.006134493,1,0.5,0.014,5,148
185,139.4472362,3.192919654,8.925890604,0.006137092,1,0.5,0.014,5,148
186,140.201005,3.194245861,8.973881421,0.006139627,1,0.5,0.014,5,148
187,140.9547739,3.195549323,9.021877375,0.006142101,1,0.5,0.014,5,148
188,141.7085427,3.196830446,9.069878376,0.006144513,1,0.5,0.014,5,148
189,142.4623116,3.198089625,9.11788433,0.006146865,1,0.5,0.014,5,148
190,143.2160804,3.199327252,9.16589515,0.006149159,1,0.5,0.014,5,148
191,143.9698492,3.200543711,9.213910747,0.006151395,1,0.5,0.014,5,148
192,144.7236181,3.201739379,9.261931035,0.006153574,1,0.5,0.014,5,148
193,145.4773869,3.202914626,9.30995593,0.006155698,1,0.5,0.014,5,148
194,146.2311558,3.204069816,9.357985349,0.006157768,1,0.5,0.014,5,148
195,146.9849246,3.205205305,9.406019209,0.006159785,1,0.5,0.014,5,148
196,147.7386935,3.206321443,9.454057432,0.006161749,1,0.5,0.014,5,148
197,148.4924623,3.207418573,9.502099939,0.006163662,1,0.5,0.014,5,148
198,149.2462312,3.208497031,9.550146653,0.006165524,1,0.5,0.014,5,148
199,150,3.209557146,9.5981975,0.006167338,1,0.5,0.014,5,148
0,0,1.7,0.5,0,1.7,0.5,0.013,8,178
1,0.753768844,1.734999545,0.565367703,0.000108763,1.7,0.5,0.013,8,178
2,1.507537688,1.769736058,0.630767923,0.000215742,1.7,0.5,0.013,8,178
3,2.261306533,1.804114711,0.696229936,0.000320836,1.7,0.5,0.013,8,178
4,3.015075377,1.838059698,0.761777342,0.000423973,1.7,0.5,0.013,8,178
5,3.768844221,1.87153792,0.827420958,0.000525142,1.7,0.5,0.013,8,178
6,4.522613065,1.904520175,0.893170427,0.000624338,1.7,0.5,0.013,8,178
7,5.27638191,1.936980277,0.959034482,0.000721558,1.7,0.5,0.013,8,178
8,6.030150754,1.968895057,1.025020943,0.000816805,1.7,0.5,0.013,8,178
9,6.783919598,2.000244365,1.091136719,0.000910083,1.7,0.5,0.013,8,178
10,7.537688442,2.03101107,1.157387805,0.001001401,1.7,0.5,0.013,8,178
11,8.291457286,2.061181055,1.223779287,0.001090773,1.7,0.5,0.013,8,178
12,9.045226131,2.090743223,1.290315339,0.001178214,1.7,0.5,0.013,8,178
13,9.798994975,2.119689496,1.356999222,0.001263746,1.7,0.5,0.013,8,178
14,10.55276382,2.148014811,1.423833286,0.001347391,1.7,0.5,0.013,8,178
15,11.30653266,2.175717124,1.49081897,0.001429177,1.7,0.5,0.013,8,178
16,12.06030151,2.202797409,1.5579568,0.001509136,1.7,0.5,0.013,8,178
17,12.81407035,2.229259658,1.625246391,0.001587302,1.7,0.5,0.013,8,178
18,13.5678392,2.255110879,1.692686447,0.001663715,1.7,0.5,0.013,8,178
19,14.32160804,2.2803611,1.760274758,0.001738415,1.7,0.5,0.013,8,178
20,15.07537688,2.305023364,1.828008206,0.00181145,1.7,0.5,0.013,8,178
21,15.82914573,2.329113735,1.895882757,0.001882869,1.7,0.5,0.013,8,178
22,16.58291457,2.352651292,1.963893469,0.001952726,1.7,0.5,0.013,8,178
23,17.33668342,2.375657482,2.032034908,0.002021089,1.7,0.5,0.013,8,178
24,18.09045226,2.398145569,2.10030406,0.002088014,1.7,0.5,0.013,8,178
25,18.84422111,2.420123553,2.168699079,0.002153528,1.7,0.5,0.013,8,178
26,19.59798995,2.441599466,2.237218101,0.002217657,1.7,0.5,0.013,8,178
27,20.35175879,2.462581392,2.305859239,0.002280427,1.7,0.5,0.013,8,178
28,21.10552764,2.483077466,2.374620583,0.002341863,1.7,0.5,0.013,8,178
29,21.85929648,2.50309587,2.443500203,0.002401991,1.7,0.5,0.013,8,178
30,22.61306533,2.522644842,2.512496146,0.002460837,1.7,0.5,0.013,8,178
31,23.36683417,2.541732666,2.581606438,0.002518427,1.7,0.5,0.013,8,178
32,24.12060302,2.56036768,2.650829082,0.002574784,1.7,0.5,0.013,8,178
33,24.87437186,2.57855827,2.72016206,0.002629936,1.7,0.5,0.013,8,178
34,25.6281407,2.596312876,2.789603333,0.002683907,1.7,0.5,0.013,8,178
35,26.38190955,2.613639986,2.859150838,0.002736722,1.7,0.5,0.013,8,178
36,27.13567839,2.63054814,2.92880249,0.002788405,1.7,0.5,0.013,8,178
37,27.88944724,2.647045927,2.998556186,0.002838983,1.7,0.5,0.013,8,178
38,28.64321608,2.663141989,3.068409796,0.002888479,1.7,0.5,0.013,8,178
39,29.39698492,2.678845017,3.138361172,0.002936919,1.7,0.5,0.013,8,178
40,30.15075377,2.694163754,3.208408142,0.002984326,1.7,0.5,0.013,8,178
41,30.90452261,2.709106992,3.278548513,0.003030726,1.7,0.5,0.013,8,178
42,31.65829146,2.723683576,3.348780069,0.003076142,1.7,0.5,0.013,8,178
43,32.4120603,2.7379024,3.419100575,0.003120599,1.7,0.5,0.013,8,178
44,33.16582915,2.751772408,3.48950777,0.003164121,1.7,0.5,0.013,8,178
45,33.91959799,2.765302597,3.559999375,0.003206732,1.7,0.5,0.013,8,178
46,34.67336683,2.778502014,3.630573087,0.003248455,1.7,0.5,0.013,8,178
47,35.42713568,2.791379755,3.701226581,0.003289316,1.7,0.5,0.013,8,178
48,36.18090452,2.803944968,3.771957511,0.003329336,1.7,0.5,0.013,8,178
49,36.93467337,2.816206853,3.842763509,0.003368541,1.7,0.5,0.013,8,178
50,37.68844221,2.828174657,3.913642184,0.003406953,1.7,0.5,0.013,8,178
51,38.44221106,2.839857682,3.984591125,0.003444595,1.7,0.5,0.013,8,178
52,39.1959799,2.851265278,4.055607899,0.003481492,1.7,0.5,0.013,8,178
53,39.94974874,2.862406847,4.126690048,0.003517666,1.7,0.5,0.013,8,178
54,40.70351759,2.87329184,4.197835096,0.00355314,1.7,0.5,0.013,8,178
55,41.45728643,2.88392976,4.269040544,0.003587938,1.7,0.5,0.013,8,178
56,42.21105528,2.894330161,4.340303869,0.003622082,1.7,0.5,0.013,8,178
57,42.96482412,2.904502647,4.411622529,0.003655594,1.7,0.5,0.013,8,178
58,43.71859296,2.914456873,4.482993959,0.003688499,1.7,0.5,0.013,8,178
59,44.47236181,2.924202545,4.554415572,0.003720817,1.7,0.5,0.013,8,178
60,45.22613065,2.933749418,4.625884759,0.003752572,1.7,0.5,0.013,8,178
61,45.9798995,2.9431073,4.697398889,0.003783786,1.7,0.5,0.013,8,178
62,46.73366834,2.952286049,4.768955309,0.003814481,1.7,0.5,0.013,8,178
63,47.48743719,2.961295572,4.840551347,0.003844679,1.7,0.5,0.013,8,178
64,48.24120603,2.97014583,4.912184304,0.003874402,1.7,0.5,0.013,8,178
65,48.99497487,2.978846831,4.983851463,0.003903673,1.7,0.5,0.013,8,178
66,49.74874372,2.987408637,5.055550084,0.003932513,1.7,0.5,0.013,8,178
67,50.50251256,2.995841001,5.127277508,0.003960943,1.7,0.5,0.013,8,178
68,51.25628141,3.004121787,5.199040333,0.003988922,1.7,0.5,0.013,8,178
69,52.01005025,3.012235066,5.270843331,0.004016424,1.7,0.5,0.013,8,178
70,52.7638191,3.020183762,5.342685794,0.004043456,1.7,0.5,0.013,8,178
71,53.51758794,3.027970777,5.41456702,0.004070024,1.7,0.5,0.013,8,178
72,54.27135678,3.035598994,5.486486309,0.004096139,1.7,0.5,0.013,8,178
73,55.02512563,3.043071272,5.558442968,0.004121805,1.7,0.5,0.013,8,178
74,55.77889447,3.050390451,5.630436307,0.004147033,1.7,0.5,0.013,8,178
75,56.53266332,3.05755935,5.702465643,0.004171828,1.7,0.5,0.013,8,178
76,57.28643216,3.064580767,5.774530296,0.004196199,1.7,0.5,0.013,8,178
77,58.04020101,3.071457479,5.84662959,0.004220152,1.7,0.5,0.013,8,178
78,58.79396985,3.07819224,5.918762856,0.004243696,1.7,0.5,0.013,8,178
79,59.54773869,3.084787788,5.990929429,0.004266838,1.7,0.5,0.013,8,178
80,60.30150754,3.091246835,6.063128646,0.004289584,1.7,0.5,0.013,8,178
81,61.05527638,3.097572075,6.135359854,0.004311942,1.7,0.5,0.013,8,178
82,61.80904523,3.10376618,6.207622399,0.004333919,1.7,0.5,0.013,8,178
83,62.56281407,3.109831802,6.279915636,0.004355522,1.7,0.5,0.013,8,178
84,63.31658291,3.11577157,6.352238923,0.004376758,1.7,0.5,0.013,8,178
85,64.07035176,3.121588094,6.424591622,0.004397635,1.7,0.5,0.013,8,178
86,64.8241206,3.127283964,6.496973102,0.004418158,1.7,0.5,0.013,8,178
87,65.57788945,3.132861745,6.569382734,0.004438335,1.7,0.5,0.013,8,178
88,66.33165829,3.138323986,6.641819897,0.004458172,1.7,0.5,0.013,8,178
89,67.08542714,3.143673212,6.714283971,0.004477677,1.7,0.5,0.013,8,178
90,67.83919598,3.148911928,6.786774343,0.004496855,1.7,0.5,0.013,8,178
91,68.59296482,3.154042617,6.859290405,0.004515714,1.7,0.5,0.013,8,178
92,69.34673367,3.159067743,6.931831552,0.00453426,1.7,0.5,0.013,8,178
93,70.10050251,3.163989747,7.004397185,0.004552499,1.7,0.5,0.013,8,178
94,70.85427136,3.168811052,7.07698671,0.004570438,1.7,0.5,0.013,8,178
95,71.6080402,3.173534057,7.149599537,0.004588083,1.7,0.5,0.013,8,178
96,72.36180905,3.178161141,7.222235081,0.00460544,1.7,0.5,0.013,8,178
97,73.11557789,3.182694663,7.294892761,0.004622516,1.7,0.5,0.013,8,178
98,73.86934673,3.18713696,7.367572002,0.004639317,1.7,0.5,0.013,8,178
99,74.62311558,3.191490349,7.440272232,0.004655849,1.7,0.5,0.013,8,178
100,75.37688442,3.195757125,7.512992887,0.004672117,1.7,0.5,0.013,8,178
101,76.13065327,3.199939563,7.585733403,0.004688129,1.7,0.5,0.013,8,178
102,76.88442211,3.204039917,7.658493225,0.004703889,1.7,0.5,0.013,8,178
103,77.63819095,3.208060419,7.7312718,0.004719404,1.7,0.5,0.013,8,178
104,78.3919598,3.212003282,7.804068582,0.00473468,1.7,0.5,0.013,8,178
105,79.14572864,3.215870697,7.876883028,0.004749721,1.7,0.5,0.013,8,178
106,79.89949749,3.219664833,7.949714599,0.004764535,1.7,0.5,0.013,8,178
107,80.65326633,3.223387839,8.022562763,0.004779126,1.7,0.5,0.013,8,178
108,81.40703518,3.227041845,8.095426991,0.0047935,1.7,0.5,0.013,8,178
109,82.16080402,3.230628956,8.16830676,0.004807662,1.7,0.5,0.013,8,178
110,82.91457286,3.23415126,8.241201552,0.004821619,1.7,0.5,0.013,8,178
111,83.66834171,3.237610822,8.31411085,0.004835375,1.7,0.5,0.013,8,178
112,84.42211055,3.241009686,8.387034147,0.004848936,1.7,0.5,0.013,8,178
113,85.1758794,3.244349876,8.459970938,0.004862307,1.7,0.5,0.013,8,178
114,85.92964824,3.247633395,8.532920722,0.004875493,1.7,0.5,0.013,8,178
115,86.68341709,3.250862223,8.605883004,0.004888499,1.7,0.5,0.013,8,178
116,87.43718593,3.254037221,8.678857619,0.004901329,1.7,0.5,0.013,8,178
117,88.19095477,3.257156938,8.751845054,0.00491398,1.7,0.5,0.013,8,178
118,88.94472362,3.260221908,8.824845197,0.004926456,1.7,0.5,0.013,8,178
119,89.69849246,3.263232775,8.897857902,0.004938758,1.7,0.5,0.013,8,178
120,90.45226131,3.266190187,8.970883019,0.004950887,1.7,0.5,0.013,8,178
121,91.20603015,3.269094792,9.043920402,0.004962846,1.7,0.5,0.013,8,178
122,91.95979899,3.271947241,9.1169699,0.004974637,1.7,0.5,0.013,8,178
123,92.71356784,3.274748183,9.190031366,0.004986261,1.7,0.5,0.013,8,178
124,93.46733668,3.277498271,9.263104649,0.004997721,1.7,0.5,0.013,8,178
125,94.22110553,3.280198158,9.3361896,0.005009019,1.7,0.5,0.013,8,178
126,94.97487437,3.282848498,9.409286068,0.005020156,1.7,0.5,0.013,8,178
127,95.72864322,3.285449947,9.482393901,0.005031135,1.7,0.5,0.013,8,178
128,96.48241206,3.288003162,9.55551295,0.005041957,1.7,0.5,0.013,8,178
129,97.2361809,3.290508801,9.628643061,0.005052625,1.7,0.5,0.013,8,178
130,97.98994975,3.292967523,9.701784083,0.00506314,1.7,0.5,0.013,8,178
131,98.74371859,3.295379988,9.774935862,0.005073505,1.7,0.5,0.013,8,178
132,99.49748744,3.297746858,9.848098246,0.005083721,1.7,0.5,0.013,8,178
133,100.2512563,3.300068796,9.921271081,0.005093791,1.7,0.5,0.013,8,178
134,101.0050251,3.302346465,9.994454213,0.005103716,1.7,0.5,0.013,8,178
135,101.758794,3.304580531,10.06764749,0.005113498,1.7,0.5,0.013,8,178
136,102.5125628,3.30677166,10.14085075,0.00512314,1.7,0.5,0.013,8,178
137,103.2663317,3.30892052,10.21406384,0.005132643,1.7,0.5,0.013,8,178
138,104.0201005,3.311027779,10.28728661,0.005142009,1.7,0.5,0.013,8,178
139,104.7738693,3.313094107,10.3605189,0.005151241,1.7,0.5,0.013,8,178
140,105.5276382,3.315120176,10.43376055,0.00516034,1.7,0.5,0.013,8,178
141,106.281407,3.317106657,10.5070114,0.005169308,1.7,0.5,0.013,8,178
142,107.0351759,3.319054224,10.5802713,0.005178147,1.7,0.5,0.013,8,178
143,107.7889447,3.320963553,10.6535401,0.00518686,1.7,0.5,0.013,8,178
144,108.5427136,3.322835318,10.72681762,0.005195447,1.7,0.5,0.013,8,178
145,109.2964824,3.324670197,10.80010371,0.005203912,1.7,0.5,0.013,8,178
146,110.0502513,3.326468868,10.87339822,0.005212256,1.7,0.5,0.013,8,178
147,110.8040201,3.32823201,10.94670098,0.005220481,1.7,0.5,0.013,8,178
148,111.5577889,3.329960305,11.02001182,0.005228589,1.7,0.5,0.013,8,178
149,112.3115578,3.331654434,11.0933306,0.005236582,1.7,0.5,0.013,8,178
150,113.0653266,3.33331508,11.16665715,0.005244462,1.7,0.5,0.013,8,178
151,113.8190955,3.334942928,11.23999131,0.005252232,1.7,0.5,0.013,8,178
152,114.5728643,3.336538662,11.31333291,0.005259892,1.7,0.5,0.013,8,178
153,115.3266332,3.33810297,11.38668179,0.005267446,1.7,0.5,0.013,8,178
154,116.080402,3.339636539,11.46003779,0.005274894,1.7,0.5,0.013,8,178
155,116.8341709,3.341140058,11.53340075,0.00528224,1.7,0.5,0.013,8,178
156,117.5879397,3.342614218,11.6067705,0.005289484,1.7,0.5,0.013,8,178
157,118.3417085,3.34405971,11.68014687,0.00529663,1.7,0.5,0.013,8,178
158,119.0954774,3.345477227,11.75352971,0.005303679,1.7,0.5,0.013,8,178
159,119.8492462,3.346867461,11.82691884,0.005310632,1.7,0.5,0.013,8,178
160,120.6030151,3.34823111,11.90031411,0.005317493,1.7,0.5,0.013,8,178
161,121.3567839,3.349568867,11.97371533,0.005324262,1.7,0.5,0.013,8,178
162,122.1105528,3.350881432,12.04712236,0.005330943,1.7,0.5,0.013,8,178
163,122.8643216,3.352169502,12.12053501,0.005337536,1.7,0.5,0.013,8,178
164,123.6180905,3.353433777,12.19395313,0.005344045,1.7,0.5,0.013,8,178
165,124.3718593,3.354674958,12.26737653,0.00535047,1.7,0.5,0.013,8,178
166,125.1256281,3.355893748,12.34080507,0.005356815,1.7,0.5,0.013,8,178
167,125.879397,3.357090849,12.41423856,0.00536308,1.7,0.5,0.013,8,178
