Index_within_Experiment,Time,C_X,C_N,C_L,C_x0,C_N0,F_in,C_N_in,I0
114,85.92964824,3.325799913,5.552157231,0.005214495,1.6,0.5,0.005,14,197
115,86.68341709,3.329231037,5.599324058,0.005226397,1.6,0.5,0.005,14,197
116,87.43718593,3.332598051,5.646505933,0.005238103,1.6,0.5,0.005,14,197
117,88.19095477,3.335901821,5.693702657,0.005249615,1.6,0.5,0.005,14,197
118,88.94472362,3.339143215,5.740914027,0.005260935,1.6,0.5,0.005,14,197
119,89.69849246,3.342323098,5.78813984,0.005272067,1.6,0.5,0.005,14,197
120,90.45226131,3.345442341,5.835379896,0.005283014,1.6,0.5,0.005,14,197
121,91.20603015,3.348501811,5.882633991,0.005293776,1.6,0.5,0.005,14,197
122,91.95979899,3.351502377,5.929901921,0.005304358,1.6,0.5,0.005,14,197
123,92.71356784,3.354444911,5.977183484,0.005314761,1.6,0.5,0.005,14,197
124,93.46733668,3.357330281,6.024478475,0.005324989,1.6,0.5,0.005,14,197
125,94.22110553,3.360159359,6.071786691,0.005335043,1.6,0.5,0.005,14,197
126,94.97487437,3.362933017,6.119107926,0.005344927,1.6,0.5,0.005,14,197
127,95.72864322,3.365652127,6.166441976,0.005354643,1.6,0.5,0.005,14,197
128,96.48241206,3.368317562,6.213788635,0.005364194,1.6,0.5,0.005,14,197
129,97.2361809,3.370930195,6.261147697,0.005373581,1.6,0.5,0.005,14,197
130,97.98994975,3.373490901,6.308518957,0.005382808,1.6,0.5,0.005,14,197
131,98.74371859,3.376000555,6.355902207,0.005391878,1.6,0.5,0.005,14,197
132,99.49748744,3.37846003,6.403297241,0.005400792,1.6,0.5,0.005,14,197
133,100.2512563,3.380870204,6.450703852,0.005409553,1.6,0.5,0.005,14,197
134,101.0050251,3.383231953,6.498121832,0.005418165,1.6,0.5,0.005,14,197
135,101.758794,3.385546154,6.545550972,0.005426628,1.6,0.5,0.005,14,197
136,102.5125628,3.387813684,6.592991065,0.005434947,1.6,0.5,0.005,14,197
137,103.2663317,3.390035423,6.640441902,0.005443123,1.6,0.5,0.005,14,197
138,104.0201005,3.392212248,6.687903274,0.005451159,1.6,0.5,0.005,14,197
139,104.7738693,3.394345039,6.73537497,0.005459058,1.6,0.5,0.005,14,197
140,105.5276382,3.396434677,6.782856782,0.005466822,1.6,0.5,0.005,14,197
141,106.281407,3.398482042,6.830348498,0.005474454,1.6,0.5,0.005,14,197
142,107.0351759,3.400488015,6.877849909,0.005481956,1.6,0.5,0.005,14,197
143,107.7889447,3.402453479,6.925360803,0.00548933,1.6,0.5,0.005,14,197
144,108.5427136,3.404379315,6.972880968,0.00549658,1.6,0.5,0.005,14,197
145,109.2964824,3.406266406,7.020410194,0.005503707,1.6,0.5,0.005,14,197
146,110.0502513,3.408115638,7.067948267,0.005510715,1.6,0.5,0.005,14,197
147,110.8040201,3.409927893,7.115494975,0.005517606,1.6,0.5,0.005,14,197
148,111.5577889,3.411704057,7.163050106,0.005524382,1.6,0.5,0.005,14,197
149,112.3115578,3.413445014,7.210613446,0.005531046,1.6,0.5,0.005,14,197
150,113.0653266,3.415151653,7.258184781,0.0055376,1.6,0.5,0.005,14,197
151,113.8190955,3.416824858,7.305763897,0.005544047,1.6,0.5,0.005,14,197
152,114.5728643,3.418465517,7.35335058,0.005550389,1.6,0.5,0.005,14,197
153,115.3266332,3.420074518,7.400944615,0.005556629,1.6,0.5,0.005,14,197
154,116.080402,3.42165275,7.448545787,0.00556277,1.6,0.5,0.005,14,197
155,116.8341709,3.423201101,7.496153881,0.005568813,1.6,0.5,0.005,14,197
156,117.5879397,3.424720462,7.54376868,0.005574762,1.6,0.5,0.005,14,197
157,118.3417085,3.426211722,7.591389967,0.005580619,1.6,0.5,0.005,14,197
158,119.0954774,3.427675773,7.639017528,0.005586386,1.6,0.5,0.005,14,197
159,119.8492462,3.429113506,7.686651143,0.005592066,1.6,0.5,0.005,14,197
160,120.6030151,3.430525813,7.734290597,0.005597661,1.6,0.5,0.005,14,197
161,121.3567839,3.431913587,7.78193567,0.005603175,1.6,0.5,0.005,14,197
162,122.1105528,3.43327772,7.829586145,0.005608608,1.6,0.5,0.005,14,197
163,122.8643216,3.434619108,7.877241804,0.005613964,1.6,0.5,0.005,14,197
164,123.6180905,3.435938644,7.924902427,0.005619246,1.6,0.5,0.005,14,197
165,124.3718593,3.437237224,7.972567795,0.005624455,1.6,0.5,0.005,14,197
166,125.1256281,3.438515742,8.020237689,0.005629595,1.6,0.5,0.005,14,197
167,125.879397,3.439775097,8.067911887,0.005634667,1.6,0.5,0.005,14,197
168,126.6331658,3.441016183,8.115590171,0.005639675,1.6,0.5,0.005,14,197
169,127.3869347,3.4422399,8.163272318,0.00564462,1.6,0.5,0.005,14,197
170,128.1407035,3.443447144,8.210958108,0.005649505,1.6,0.5,0.005,14,197
171,128.8944724,3.444638276,8.258647459,0.005654331,1.6,0.5,0.005,14,197
172,129.6482412,3.445808941,8.306341499,0.005659089,1.6,0.5,0.005,14,197
173,130.4020101,3.446958305,8.354040453,0.005663775,1.6,0.5,0.005,14,197
174,131.1557789,3.448086753,8.401744232,0.005668391,1.6,0.5,0.005,14,197
175,131.9095477,3.449194662,8.449452747,0.005672938,1.6,0.5,0.005,14,197
176,132.6633166,3.450282407,8.49716591,0.005677418,1.6,0.5,0.005,14,197
177,133.4170854,3.451350356,8.544883638,0.005681832,1.6,0.5,0.005,14,197
178,134.1708543,3.452398873,8.592605843,0.00568618,1.6,0.5,0.005,14,197
179,134.9246231,3.453428315,8.640332444,0.005690464,1.6,0.5,0.005,14,197
180,135.678392,3.454439034,8.688063358,0.005694685,1.6,0.5,0.005,14,197
181,136.4321608,3.455431378,8.735798505,0.005698844,1.6,0.5,0.005,14,197
182,137.1859296,3.456405689,8.783537804,0.005702941,1.6,0.5,0.005,14,197
183,137.9396985,3.457362302,8.831281178,0.005706979,1.6,0.5,0.005,14,197
184,138.6934673,3.45830155,8.879028549,0.005710958,1.6,0.5,0.005,14,197
185,139.4472362,3.459223758,8.926779842,0.005714878,1.6,0.5,0.005,14,197
186,140.201005,3.460129246,8.974534982,0.005718742,1.6,0.5,0.005,14,197
187,140.9547739,3.46101833,9.022293896,0.00572255,1.6,0.5,0.005,14,197
188,141.7085427,3.461891321,9.070056511,0.005726302,1.6,0.5,0.005,14,197
189,142.4623116,3.462748521,9.117822758,0.005730001,1.6,0.5,0.005,14,197
190,143.2160804,3.463590231,9.165592566,0.005733646,1.6,0.5,0.005,14,197
191,143.9698492,3.464416745,9.213365867,0.005737239,1.6,0.5,0.005,14,197
192,144.7236181,3.465228351,9.261142594,0.005740781,1.6,0.5,0.005,14,197
193,145.4773869,3.466025332,9.308922681,0.005744272,1.6,0.5,0.005,14,197
194,146.2311558,3.466807967,9.356706065,0.005747714,1.6,0.5,0.005,14,197
195,146.9849246,3.467576528,9.404492681,0.005751107,1.6,0.5,0.005,14,197
196,147.7386935,3.468331283,9.452282468,0.005754452,1.6,0.5,0.005,14,197
197,148.4924623,3.469072493,9.500075365,0.005757749,1.6,0.5,0.005,14,197
198,149.2462312,3.469800416,9.547871312,0.005761001,1.6,0.5,0.005,14,197
199,150,3.470515302,9.595670252,0.005764207,1.6,0.5,0.005,14,197
0,0,1.7,2,0,1.7,2,0.012,13,109
1,0.753768844,1.723302055,2.108139402,7.16E-05,1.7,2,0.012,13,109
2,1.507537688,1.746251157,2.216354821,0.000142267,1.7,2,0.012,13,109
3,2.261306533,1.768842495,2.324648208,0.000211866,1.7,2,0.012,13,109
4,3.015075377,1.791070582,2.433021732,0.000280441,1.7,2,0.012,13,109
5,3.768844221,1.81293514,2.541475981,0.000348001,1.7,2,0.012,13,109
6,4.522613065,1.834436877,2.650011243,0.000414555,1.7,2,0.012,13,109
7,5.27638191,1.855576805,2.758627707,0.000480112,1.7,2,0.012,13,109
8,6.030150754,1.876356243,2.867325465,0.000544682,1.7,2,0.012,13,109
9,6.783919598,1.896776819,2.976104511,0.000608277,1.7,2,0.012,13,109
10,7.537688442,1.916840465,3.084964742,0.000670905,1.7,2,0.012,13,109
11,8.291457286,1.936549421,3.193905956,0.000732579,1.7,2,0.012,13,109
12,9.045226131,1.955906233,3.302927855,0.00079331,1.7,2,0.012,13,109
13,9.798994975,1.974913756,3.412030043,0.000853109,1.7,2,0.012,13,109
14,10.55276382,1.99357515,3.521212024,0.000911989,1.7,2,0.012,13,109
15,11.30653266,2.011893882,3.630473208,0.000969961,1.7,2,0.012,13,109
16,12.06030151,2.029873724,3.739812905,0.001027039,1.7,2,0.012,13,109
17,12.81407035,2.04751876,3.849230328,0.001083235,1.7,2,0.012,13,109
18,13.5678392,2.064833374,3.958724592,0.001138564,1.7,2,0.012,13,109
19,14.32160804,2.081822263,4.068294715,0.001193038,1.7,2,0.012,13,109
20,15.07537688,2.098490426,4.177939616,0.001246673,1.7,2,0.012,13,109
21,15.82914573,2.114843171,4.287658119,0.001299482,1.7,2,0.012,13,109
22,16.58291457,2.130886114,4.397448947,0.00135148,1.7,2,0.012,13,109
23,17.33668342,2.146625174,4.507310727,0.001402684,1.7,2,0.012,13,109
24,18.09045226,2.162066581,4.617241989,0.001453107,1.7,2,0.012,13,109
25,18.84422111,2.17721687,4.727241164,0.001502766,1.7,2,0.012,13,109
26,19.59798995,2.192087888,4.837305332,0.00155169,1.7,2,0.012,13,109
27,20.35175879,2.20669106,4.94743171,0.001599906,1.7,2,0.012,13,109
28,21.10552764,2.221029764,5.057619563,0.001647424,1.7,2,0.012,13,109
29,21.85929648,2.23510735,5.167868156,0.001694252,1.7,2,0.012,13,109
30,22.61306533,2.248927179,5.278176752,0.0017404,1.7,2,0.012,13,109
31,23.36683417,2.26249262,5.388544606,0.001785876,1.7,2,0.012,13,109
32,24.12060302,2.27580705,5.498970971,0.001830689,1.7,2,0.012,13,109
33,24.87437186,2.288873859,5.609455093,0.001874847,1.7,2,0.012,13,109
34,25.6281407,2.301696442,5.719996215,0.00191836,1.7,2,0.012,13,109
35,26.38190955,2.314278207,5.830593574,0.001961237,1.7,2,0.012,13,109
36,27.13567839,2.32662257,5.941246401,0.002003485,1.7,2,0.012,13,109
37,27.88944724,2.338732955,6.051953924,0.002045114,1.7,2,0.012,13,109
38,28.64321608,2.350612797,6.162715366,0.002086133,1.7,2,0.012,13,109
39,29.39698492,2.362265539,6.273529942,0.00212655,1.7,2,0.012,13,109
40,30.15075377,2.373694636,6.384396866,0.002166374,1.7,2,0.012,13,109
41,30.90452261,2.384903548,6.495315345,0.002205614,1.7,2,0.012,13,109
42,31.65829146,2.395895748,6.606284581,0.002244279,1.7,2,0.012,13,109
43,32.4120603,2.406674717,6.717303773,0.002282376,1.7,2,0.012,13,109
44,33.16582915,2.417243946,6.828372111,0.002319916,1.7,2,0.012,13,109
45,33.91959799,2.427606933,6.939488785,0.002356906,1.7,2,0.012,13,109
46,34.67336683,2.437767188,7.050652976,0.002393355,1.7,2,0.012,13,109
47,35.42713568,2.447728229,7.161863862,0.002429272,1.7,2,0.012,13,109
48,36.18090452,2.457493583,7.273120617,0.002464666,1.7,2,0.012,13,109
49,36.93467337,2.467066789,7.384422408,0.002499545,1.7,2,0.012,13,109
50,37.68844221,2.476451391,7.495768398,0.002533917,1.7,2,0.012,13,109
51,38.44221106,2.485650946,7.607157744,0.002567792,1.7,2,0.012,13,109
52,39.1959799,2.494669018,7.718589601,0.002601178,1.7,2,0.012,13,109
53,39.94974874,2.503509182,7.830063115,0.002634083,1.7,2,0.012,13,109
54,40.70351759,2.512175021,7.941577431,0.002666517,1.7,2,0.012,13,109
55,41.45728643,2.520670128,8.053131686,0.002698487,1.7,2,0.012,13,109
56,42.21105528,2.528998105,8.164725013,0.002730002,1.7,2,0.012,13,109
57,42.96482412,2.537162563,8.276356542,0.002761071,1.7,2,0.012,13,109
58,43.71859296,2.545167124,8.388025394,0.002791703,1.7,2,0.012,13,109
59,44.47236181,2.553015418,8.49973069,0.002821905,1.7,2,0.012,13,109
60,45.22613065,2.560711083,8.611471541,0.002851687,1.7,2,0.012,13,109
61,45.9798995,2.56825777,8.723247058,0.002881057,1.7,2,0.012,13,109
62,46.73366834,2.575659135,8.835056342,0.002910023,1.7,2,0.012,13,109
63,47.48743719,2.582918846,8.946898494,0.002938594,1.7,2,0.012,13,109
64,48.24120603,2.59004058,9.058772606,0.002966778,1.7,2,0.012,13,109
65,48.99497487,2.597028023,9.170677769,0.002994584,1.7,2,0.012,13,109
66,49.74874372,2.60388487,9.282613064,0.003022021,1.7,2,0.012,13,109
67,50.50251256,2.610614827,9.394577572,0.003049095,1.7,2,0.012,13,109
68,51.25628141,2.617221606,9.506570366,0.003075818,1.7,2,0.012,13,109
69,52.01005025,2.623708931,9.618590515,0.003102195,1.7,2,0.012,13,109
70,52.7638191,2.630080535,9.730637084,0.003128237,1.7,2,0.012,13,109
71,53.51758794,2.636340161,9.842709131,0.003153951,1.7,2,0.012,13,109
72,54.27135678,2.642491558,9.954805711,0.003179345,1.7,2,0.012,13,109
73,55.02512563,2.648538488,10.06692587,0.003204429,1.7,2,0.012,13,109
74,55.77889447,2.65448472,10.17906866,0.00322921,1.7,2,0.012,13,109
75,56.53266332,2.660334034,10.29123312,0.003253697,1.7,2,0.012,13,109
76,57.28643216,2.666090218,10.40341827,0.003277898,1.7,2,0.012,13,109
77,58.04020101,2.671757071,10.51562315,0.003301822,1.7,2,0.012,13,109
78,58.79396985,2.677338399,10.62784679,0.003325476,1.7,2,0.012,13,109
79,59.54773869,2.682838018,10.7400882,0.00334887,1.7,2,0.012,13,109
80,60.30150754,2.688259756,10.8523464,0.003372011,1.7,2,0.012,13,109
81,61.05527638,2.693607446,10.9646204,0.003394907,1.7,2,0.012,13,109
82,61.80904523,2.698884933,11.07690921,0.003417568,1.7,2,0.012,13,109
83,62.56281407,2.704096071,11.18921181,0.003440001,1.7,2,0.012,13,109
84,63.31658291,2.709236463,11.30152953,0.003462199,1.7,2,0.012,13,109
85,64.07035176,2.71429203,11.4138664,0.003484139,1.7,2,0.012,13,109
86,64.8241206,2.71926349,11.52622226,0.003505821,1.7,2,0.012,13,109
87,65.57788945,2.724151994,11.63859686,0.003527248,1.7,2,0.012,13,109
88,66.33165829,2.728958689,11.75098995,0.003548425,1.7,2,0.012,13,109
89,67.08542714,2.733684714,11.86340125,0.003569354,1.7,2,0.012,13,109
90,67.83919598,2.738331205,11.97583052,0.003590038,1.7,2,0.012,13,109
91,68.59296482,2.74289929,12.08827749,0.00361048,1.7,2,0.012,13,109
92,69.34673367,2.747390092,12.20074191,0.003630682,1.7,2,0.012,13,109
93,70.10050251,2.75180473,12.31322352,0.003650649,1.7,2,0.012,13,109
94,70.85427136,2.756144316,12.42572208,0.003670382,1.7,2,0.012,13,109
95,71.6080402,2.760409956,12.53823732,0.003689885,1.7,2,0.012,13,109
96,72.36180905,2.76460275,12.650769,0.00370916,1.7,2,0.012,13,109
97,73.11557789,2.768723795,12.76331687,0.003728211,1.7,2,0.012,13,109
98,73.86934673,2.772774179,12.87588068,0.00374704,1.7,2,0.012,13,109
99,74.62311558,2.776754987,12.98846018,0.003765651,1.7,2,0.012,13,109
100,75.37688442,2.780667297,13.10105512,0.003784045,1.7,2,0.012,13,109
101,76.13065327,2.784512182,13.21366526,0.003802227,1.7,2,0.012,13,109
102,76.88442211,2.788290709,13.32629036,0.003820198,1.7,2,0.012,13,109
103,77.63819095,2.792003939,13.43893017,0.003837961,1.7,2,0.012,13,109
104,78.3919598,2.795652929,13.55158445,0.00385552,1.7,2,0.012,13,109
105,79.14572864,2.799238729,13.66425296,0.003872877,1.7,2,0.012,13,109
106,79.89949749,2.802762382,13.77693546,0.003890034,1.7,2,0.012,13,109
107,80.65326633,2.806224929,13.88963171,0.003906996,1.7,2,0.012,13,109
108,81.40703518,2.809627402,14.00234147,0.003923763,1.7,2,0.012,13,109
109,82.16080402,2.812970829,14.11506452,0.00394034,1.7,2,0.012,13,109
110,82.91457286,2.816256233,14.22780061,0.003956728,1.7,2,0.012,13,109
111,83.66834171,2.819484629,14.3405495,0.00397293,1.7,2,0.012,13,109
112,84.42211055,2.822657029,14.45331098,0.00398895,1.7,2,0.012,13,109
113,85.1758794,2.825774439,14.5660848,0.00400479,1.7,2,0.012,13,109
114,85.92964824,2.828837856,14.67887074,0.004020452,1.7,2,0.012,13,109
115,86.68341709,2.831848276,14.79166856,0.004035939,1.7,2,0.012,13,109
116,87.43718593,2.834806687,14.90447804,0.004051253,1.7,2,0.012,13,109
117,88.19095477,2.837714071,15.01729896,0.004066398,1.7,2,0.012,13,109
118,88.94472362,2.840571407,15.13013108,0.004081376,1.7,2,0.012,13,109
119,89.69849246,2.843379664,15.24297419,0.004096189,1.7,2,0.012,13,109
120,90.45226131,2.846139809,15.35582805,0.00411084,1.7,2,0.012,13,109
121,91.20603015,2.848852802,15.46869245,0.004125332,1.7,2,0.012,13,109
122,91.95979899,2.851519598,15.58156717,0.004139666,1.7,2,0.012,13,109
123,92.71356784,2.854141146,15.69445199,0.004153847,1.7,2,0.012,13,109
124,93.46733668,2.856718389,15.80734668,0.004167875,1.7,2,0.012,13,109
125,94.22110553,2.859252265,15.92025104,0.004181755,1.7,2,0.012,13,109
126,94.97487437,2.861743705,16.03316483,0.004195487,1.7,2,0.012,13,109
127,95.72864322,2.864193637,16.14608786,0.004209075,1.7,2,0.012,13,109
128,96.48241206,2.866602981,16.25901991,0.00422252,1.7,2,0.012,13,109
129,97.2361809,2.868972653,16.37196075,0.004235827,1.7,2,0.012,13,109
130,97.98994975,2.871303561,16.48491019,0.004248996,1.7,2,0.012,13,109
131,98.74371859,2.873596611,16.59786801,0.00426203,1.7,2,0.012,13,109
132,99.49748744,2.875852699,16.710834,0.004274932,1.7,2,0.012,13,109
133,100.2512563,2.87807272,16.82380796,0.004287704,1.7,2,0.012,13,109
134,101.0050251,2.880257559,16.93678967,0.004300349,1.7,2,0.012,13,109
135,101.758794,2.8824081,17.04977893,0.004312868,1.7,2,0.012,13,109
136,102.5125628,2.884525216,17.16277554,0.004325265,1.7,2,0.012,13,109
137,103.2663317,2.886609779,17.27577929,0.004337541,1.7,2,0.012,13,109
138,104.0201005,2.888662653,17.38878999,0.004349699,1.7,2,0.012,13,109
139,104.7738693,2.890684697,17.50180742,0.00436174,1.7,2,0.012,13,109
140,105.5276382,2.892676765,17.6148314,0.004373669,1.7,2,0.012,13,109
141,106.281407,2.894639703,17.72786171,0.004385485,1.7,2,0.012,13,109
142,107.0351759,2.896574355,17.84089817,0.004397193,1.7,2,0.012,13,109
143,107.7889447,2.898481556,17.95394058,0.004408794,1.7,2,0.012,13,109
144,108.5427136,2.900362077,18.06698875,0.00442029,1.7,2,0.012,13,109
145,109.2964824,2.902214192,18.18004315,0.004431678,1.7,2,0.012,13,109
146,110.0502513,2.90403707,18.293104,0.004442956,1.7,2,0.012,13,109
147,110.8040201,2.905831118,18.40617122,0.004454125,1.7,2,0.012,13,109
148,111.5577889,2.90759674,18.51924471,0.004465187,1.7,2,0.012,13,109
149,112.3115578,2.909334336,18.63232438,0.004476144,1.7,2,0.012,13,109
150,113.0653266,2.911044303,18.74541014,0.004486995,1.7,2,0.012,13,109
151,113.8190955,2.912727035,18.85850191,0.004497743,1.7,2,0.012,13,109
152,114.5728643,2.914382924,18.9715996,0.004508388,1.7,2,0.012,13,109
153,115.3266332,2.916012358,19.08470312,0.004518931,1.7,2,0.012,13,109
154,116.080402,2.917615723,19.19781239,0.004529375,1.7,2,0.012,13,109
155,116.8341709,2.9191934,19.31092731,0.004539719,1.7,2,0.012,13,109
156,117.5879397,2.920745768,19.42404782,0.004549966,1.7,2,0.012,13,109
157,118.3417085,2.922273205,19.53717382,0.004560115,1.7,2,0.012,13,109
158,119.0954774,2.923776084,19.65030523,0.004570169,1.7,2,0.012,13,109
159,119.8492462,2.925254775,19.76344196,0.004580128,1.7,2,0.012,13,109
160,120.6030151,2.926709645,19.87658394,0.004589994,1.7,2,0.012,13,109
161,121.3567839,2.928141058,19.98973109,0.004599768,1.7,2,0.012,13,109
162,122.1105528,2.929549377,20.10288332,0.00460945,1.7,2,0.012,13,109
163,122.8643216,2.930934959,20.21604055,0.004619042,1.7,2,0.012,13,109
164,123.6180905,2.93229816,20.3292027,0.004628545,1.7,2,0.012,13,109
165,124.3718593,2.933639331,20.44236971,0.004637961,1.7,2,0.012,13,109
166,125.1256281,2.934958824,20.55554148,0.004647289,1.7,2,0.012,13,109
167,125.879397,2.936256983,20.66871794,0.004656531,1.7,2,0.012,13,109
168,126.6331658,2.937534152,20.78189902,0.004665688,1.7,2,0.012,13,109
169,127.3869347,2.938790673,20.89508463,0.004674762,1.7,2,0.012,13,109
170,128.1407035,2.940026881,21.00827471,0.004683752,1.7,2,0.012,13,109
171,128.8944724,2.941243112,21.12146918,0.004692661,1.7,2,0.012,13,109
172,129.6482412,2.942439697,21.23466796,0.004701489,1.7,2,0.012,13,109
173,130.4020101,2.943616964,21.34787099,0.004710238,1.7,2,0.012,13,109
174,131.1557789,2.944775239,21.46107818,0.004718907,1.7,2,0.012,13,109
175,131.9095477,2.945914844,21.57428948,0.004727499,1.7,2,0.012,13,109
176,132.6633166,2.947036099,21.6875048,0.004736014,1.7,2,0.012,13,109
177,133.4170854,2.94813932,21.80072407,0.004744454,1.7,2,0.012,13,109
178,134.1708543,2.949224821,21.91394724,0.004752818,1.7,2,0.012,13,109
179,134.9246231,2.950292911,22.02717422,0.004761109,1.7,2,0.012,13,109
180,135.678392,2.9513439,22.14040495,0.004769327,1.7,2,0.012,13,109
181,136.4321608,2.95237809,22.25363936,0.004777473,1.7,2,0.012,13,109
182,137.1859296,2.953395784,22.36687738,0.004785547,1.7,2,0.012,13,109
183,137.9396985,2.95439728,22.48011896,0.004793552,1.7,2,0.012,13,109
184,138.6934673,2.955382873,22.59336401,0.004801487,1.7,2,0.012,13,109
185,139.4472362,2.956352856,22.70661248,0.004809354,1.7,2,0.012,13,109
186,140.201005,2.957307519,22.81986431,0.004817154,1.7,2,0.012,13,109
187,140.9547739,2.958247148,22.93311942,0.004824887,1.7,2,0.012,13,109
188,141.7085427,2.959172027,23.04637776,0.004832555,1.7,2,0.012,13,109
189,142.4623116,2.960082435,23.15963926,0.004840158,1.7,2,0.012,13,109
190,143.2160804,2.960978652,23.27290387,0.004847697,1.7,2,0.012,13,109
191,143.9698492,2.96186095,23.38617151,0.004855174,1.7,2,0.012,13,109
192,144.7236181,2.962729602,23.49944214,0.004862588,1.7,2,0.012,13,109
193,145.4773869,2.963584876,23.61271568,0.004869941,1.7,2,0.012,13,109
194,146.2311558,2.964427038,23.72599209,0.004877233,1.7,2,0.012,13,109
195,146.9849246,2.965256351,23.8392713,0.004884466,1.7,2,0.012,13,109
196,147.7386935,2.966073074,23.95255326,0.00489164,1.7,2,0.012,13,109
197,148.4924623,2.966877463,24.0658379,0.004898756,1.7,2,0.012,13,109
198,149.2462312,2.967669772,24.17912518,0.004905815,1.7,2,0.012,13,109
199,150,2.968450252,24.29241503,0.004912818,1.7,2,0.012,13,109
0,0,0.7,1.7,0,0.7,1.7,0.003,14,187
1,0.753768844,0.727225384,1.722378509,0.000111713,0.7,1.7,0.003,14,187
2,1.507537688,0.755441966,1.744416785,0.000225685,0.7,1.7,0.003,14,187
3,2.261306533,0.784661404,1.766110053,0.000341843,0.7,1.7,0.003,14,187
4,3.015075377,0.81489816,1.787452879,0.000460136,0.7,1.7,0.003,14,187
5,3.768844221,0.846137907,1.808448004,0.000580363,0.7,1.7,0.003,14,187
6,4.522613065,0.878359049,1.829100427,0.000702312,0.7,1.7,0.003,14,187
7,5.27638191,0.911534648,1.849416874,0.00082577,0.7,1.7,0.003,14,187
8,6.030150754,0.945632429,1.869405796,0.000950521,0.7,1.7,0.003,14,187
9,6.783919598,0.980614776,1.889077371,0.001076352,0.7,1.7,0.003,14,187
10,7.537688442,1.016438735,1.908443504,0.001203048,0.7,1.7,0.003,14,187
11,8.291457286,1.053056011,1.927517823,0.001330393,0.7,1.7,0.003,14,187
12,9.045226131,1.090412969,1.946315685,0.001458171,0.7,1.7,0.003,14,187
13,9.798994975,1.128450636,1.96485417,0.001586166,0.7,1.7,0.003,14,187
14,10.55276382,1.1671047,1.983152088,0.001714161,0.7,1.7,0.003,14,187
15,11.30653266,1.206305508,2.001229971,0.001841938,0.7,1.7,0.003,14,187
16,12.06030151,1.245978067,2.01911008,0.001969281,0.7,1.7,0.003,14,187
17,12.81407035,1.286042047,2.0368164,0.00209597,0.7,1.7,0.003,14,187
18,13.5678392,1.326411776,2.054374642,0.002221787,0.7,1.7,0.003,14,187
19,14.32160804,1.366996243,2.071812246,0.002346512,0.7,1.7,0.003,14,187
20,15.07537688,1.407699099,2.089158374,0.002469926,0.7,1.7,0.003,14,187
21,15.82914573,1.448418654,2.106443916,0.002591809,0.7,1.7,0.003,14,187
22,16.58291457,1.489047879,2.123701488,0.00271194,0.7,1.7,0.003,14,187
23,17.33668342,1.529474405,2.140965431,0.002830097,0.7,1.7,0.003,14,187
24,18.09045226,1.569581122,2.158271626,0.002946061,0.7,1.7,0.003,14,187
25,18.84422111,1.609291012,2.175643647,0.003059703,0.7,1.7,0.003,14,187
26,19.59798995,1.648570021,2.193092515,0.003171007,0.7,1.7,0.003,14,187
27,20.35175879,1.687382166,2.21063007,0.003279958,0.7,1.7,0.003,14,187
28,21.10552764,1.725693905,2.228267407,0.003386545,0.7,1.7,0.003,14,187
29,21.85929648,1.763474138,2.246014881,0.00349076,0.7,1.7,0.003,14,187
30,22.61306533,1.800694203,2.263882104,0.003592598,0.7,1.7,0.003,14,187
31,23.36683417,1.83732788,2.281877947,0.003692057,0.7,1.7,0.003,14,187
32,24.12060302,1.87335139,2.300010539,0.003789139,0.7,1.7,0.003,14,187
33,24.87437186,1.908743394,2.318287266,0.003883851,0.7,1.7,0.003,14,187
34,25.6281407,1.943484994,2.336714773,0.0039762,0.7,1.7,0.003,14,187
35,26.38190955,1.977559731,2.355298963,0.004066199,0.7,1.7,0.003,14,187
36,27.13567839,2.010953589,2.374044998,0.004153863,0.7,1.7,0.003,14,187
37,27.88944724,2.043654991,2.392957297,0.004239211,0.7,1.7,0.003,14,187
38,28.64321608,2.075654802,2.412039536,0.004322266,0.7,1.7,0.003,14,187
39,29.39698492,2.106946326,2.431294651,0.004403054,0.7,1.7,0.003,14,187
40,30.15075377,2.137525308,2.450724837,0.004481603,0.7,1.7,0.003,14,187
41,30.90452261,2.167389935,2.470331543,0.004557945,0.7,1.7,0.003,14,187
42,31.65829146,2.196540832,2.490115481,0.004632118,0.7,1.7,0.003,14,187
43,32.4120603,2.224981068,2.510076617,0.00470416,0.7,1.7,0.003,14,187
44,33.16582915,2.252716149,2.530214179,0.004774113,0.7,1.7,0.003,14,187
45,33.91959799,2.279754023,2.550526649,0.004842024,0.7,1.7,0.003,14,187
46,34.67336683,2.306105081,2.571011769,0.004907943,0.7,1.7,0.003,14,187
47,35.42713568,2.331782151,2.591666541,0.004971921,0.7,1.7,0.003,14,187
48,36.18090452,2.356800503,2.612487222,0.005034016,0.7,1.7,0.003,14,187
49,36.93467337,2.381177848,2.633469329,0.005094287,0.7,1.7,0.003,14,187
50,37.68844221,2.404934338,2.654607636,0.005152797,0.7,1.7,0.003,14,187
51,38.44221106,2.428092564,2.675896176,0.005209612,0.7,1.7,0.003,14,187
52,39.1959799,2.450677559,2.697328239,0.005264802,0.7,1.7,0.003,14,187
53,39.94974874,2.472716796,2.718896374,0.00531844,0.7,1.7,0.003,14,187
54,40.70351759,2.494240188,2.740592389,0.005370603,0.7,1.7,0.003,14,187
55,41.45728643,2.515275034,2.762408958,0.005421366,0.7,1.7,0.003,14,187
