Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
300,0.1,0.040158,24.901,12.175,14.665,107.41,27.479,35.869,449.74,4.3216,11.136,0.034214,vapor
300,0.2,0.080453,12.43,12.163,14.649,101.61,27.495,35.961,449.43,4.3162,11.149,0.03428,vapor
300,0.3,0.12088,8.2724,12.152,14.634,98.199,27.51,36.053,449.12,4.3107,11.162,0.034346,vapor
300,0.4,0.16145,6.1938,12.141,14.618,95.769,27.526,36.146,448.81,4.3051,11.175,0.034411,vapor
300,0.5,0.20216,4.9466,12.129,14.603,93.876,27.542,36.24,448.5,4.2994,11.189,0.034477,vapor
300,0.6,0.243,4.1152,12.118,14.587,92.322,27.558,36.335,448.2,4.2937,11.203,0.034544,vapor
300,0.7,0.28398,3.5214,12.106,14.571,91.002,27.574,36.43,447.91,4.2879,11.217,0.034611,vapor
300,0.8,0.3251,3.076,12.095,14.556,89.854,27.59,36.526,447.61,4.2819,11.231,0.034678,vapor
300,0.9,0.36636,2.7296,12.083,14.54,88.837,27.605,36.623,447.32,4.276,11.246,0.034746,vapor
300,1,0.40776,2.4524,12.072,14.524,87.922,27.621,36.721,447.04,4.2699,11.261,0.034815,vapor
300,1.1,0.44929,2.2257,12.06,14.509,87.091,27.637,36.819,446.75,4.2637,11.276,0.034884,vapor
300,1.2,0.49097,2.0368,12.049,14.493,86.33,27.653,36.918,446.47,4.2575,11.291,0.034953,vapor
300,1.3,0.53279,1.8769,12.037,14.477,85.626,27.669,37.017,446.2,4.2511,11.307,0.035024,vapor
300,1.4,0.57474,1.7399,12.026,14.462,84.971,27.685,37.118,445.93,4.2447,11.323,0.035094,vapor
300,1.5,0.61684,1.6212,12.014,14.446,84.359,27.701,37.219,445.66,4.2382,11.339,0.035166,vapor
300,1.6,0.65908,1.5173,12.002,14.43,83.783,27.717,37.321,445.4,4.2315,11.355,0.035238,vapor
300,1.7,0.70146,1.4256,11.991,14.414,83.24,27.733,37.424,445.14,4.2248,11.372,0.035311,vapor
300,1.8,0.74398,1.3441,11.979,14.398,82.726,27.749,37.527,444.88,4.218,11.389,0.035384,vapor
300,1.9,0.78664,1.2712,11.967,14.382,82.238,27.765,37.631,444.63,4.2111,11.406,0.035459,vapor
300,2,0.82945,1.2056,11.955,14.367,81.772,27.781,37.736,444.38,4.2041,11.423,0.035534,vapor
300,2.1,0.87239,1.1463,11.944,14.351,81.328,27.797,37.842,444.14,4.197,11.44,0.035609,vapor
300,2.2,0.91548,1.0923,11.932,14.335,80.902,27.813,37.948,443.9,4.1898,11.458,0.035685,vapor
300,2.3,0.95871,1.0431,11.92,14.319,80.493,27.829,38.055,443.67,4.1825,11.476,0.035762,vapor
300,2.4,1.0021,0.99792,11.908,14.303,80.1,27.845,38.163,443.44,4.1751,11.495,0.03584,vapor
300,2.5,1.0456,0.95638,11.896,14.287,79.721,27.861,38.272,443.22,4.1676,11.513,0.035919,vapor
300,2.6,1.0893,0.91805,11.884,14.271,79.356,27.877,38.382,442.99,4.16,11.532,0.035998,vapor
300,2.7,1.1331,0.88256,11.872,14.255,79.002,27.893,38.492,442.78,4.1523,11.551,0.036078,vapor
300,2.8,1.177,0.84961,11.86,14.239,78.66,27.909,38.603,442.57,4.1444,11.571,0.036159,vapor
300,2.9,1.2211,0.81893,11.848,14.223,78.329,27.926,38.714,442.36,4.1365,11.59,0.03624,vapor
300,3,1.2653,0.7903,11.836,14.207,78.007,27.942,38.827,442.16,4.1285,11.61,0.036322,vapor
300,3.1,1.3097,0.76353,11.824,14.191,77.695,27.958,38.94,441.96,4.1203,11.63,0.036406,vapor
300,3.2,1.3542,0.73843,11.812,14.175,77.391,27.974,39.054,441.77,4.112,11.651,0.036489,vapor
300,3.3,1.3989,0.71485,11.8,14.159,77.095,27.99,39.169,441.59,4.1036,11.671,0.036574,vapor
300,3.4,1.4437,0.69267,11.788,14.143,76.807,28.006,39.285,441.4,4.0951,11.692,0.03666,vapor
300,3.5,1.4886,0.67175,11.776,14.127,76.526,28.022,39.401,441.23,4.0865,11.714,0.036746,vapor
300,3.6,1.5337,0.652,11.763,14.111,76.252,28.038,39.518,441.06,4.0778,11.735,0.036833,vapor
300,3.7,1.579,0.63332,11.751,14.095,75.984,28.054,39.636,440.89,4.0689,11.757,0.036921,vapor
300,3.8,1.6243,0.61563,11.739,14.078,75.722,28.07,39.754,440.73,4.06,11.779,0.03701,vapor
300,3.9,1.6699,0.59885,11.727,14.062,75.466,28.086,39.874,440.58,4.0509,11.802,0.037099,vapor
300,4,1.7155,0.58291,11.715,14.046,75.215,28.102,39.994,440.43,4.0417,11.824,0.03719,vapor
300,4.1,1.7613,0.56775,11.702,14.03,74.97,28.118,40.115,440.28,4.0324,11.847,0.037281,vapor
300,4.2,1.8073,0.55332,11.69,14.014,74.729,28.134,40.236,440.15,4.0229,11.871,0.037374,vapor
300,4.3,1.8534,0.53956,11.677,13.998,74.493,28.15,40.358,440.01,4.0133,11.894,0.037467,vapor
300,4.4,1.8996,0.52643,11.665,13.981,74.261,28.166,40.481,439.89,4.0036,11.918,0.037561,vapor
300,4.5,1.946,0.51389,11.653,13.965,74.034,28.182,40.605,439.77,3.9938,11.942,0.037656,vapor
300,4.6,1.9925,0.50189,11.64,13.949,73.81,28.198,40.729,439.65,3.9839,11.966,0.037752,vapor
