Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
150,0.1,0.081375,12.289,8.2904,9.5193,83.701,25.186,33.972,319.04,15.701,5.8185,0.015771,vapor
150,0.2,0.16528,6.0502,8.255,9.465,77.699,25.402,34.714,316.11,15.91,5.8219,0.01593,vapor
150,0.3,0.25197,3.9688,8.2181,9.4088,74.077,25.635,35.536,313.07,16.108,5.8251,0.016107,vapor
150,0.4,0.3417,2.9265,8.1799,9.3505,71.423,25.884,36.444,309.93,16.303,5.828,0.016306,vapor
150,0.5,0.43482,2.2998,8.14,9.2899,69.293,26.152,37.456,306.66,16.5,5.8306,0.016529,vapor
150,0.6,0.53171,1.8807,8.0983,9.2268,67.487,26.444,38.596,303.26,16.706,5.8326,0.01678,vapor
150,0.7,0.63284,1.5802,8.0547,9.1608,65.898,26.768,39.9,299.71,16.928,5.8339,0.017063,vapor
150,0.8,0.7388,1.3535,8.0087,9.0915,64.462,27.143,41.428,295.97,17.17,5.834,0.017382,vapor
150,0.9,0.85034,1.176,7.9599,9.0183,63.133,27.595,43.269,292,17.44,5.8321,0.017746,vapor
150,1,0.96844,1.0326,7.9076,8.9402,61.878,28.165,45.565,287.76,17.741,5.827,0.018161,vapor
150,1.04,1.0177,0.98256,7.8856,8.9074,61.391,28.439,46.657,285.97,17.87,5.8236,0.018344,vapor
