t,theta,omega
9.26926926926927,-0.6825489219336557,-0.9035863219973708
9.28928928928929,-0.7019285909869704,-0.89763178257616
9.30930930930931,-0.7150341929244977,-0.8771871859983821
9.32932932932933,-0.7094568921419085,-0.839945251703484
9.34934934934935,-0.7439110650193334,-0.8475815961215605
9.36936936936937,-0.7901879624246769,-0.8473574709903302
9.38938938938939,-0.7651539050144028,-0.8142639839874445
9.40940940940941,-0.7962335331302244,-0.7996028739445383
9.42942942942943,-0.8068687932512072,-0.7788438940947139
9.44944944944945,-0.8268232215444588,-0.7952629380064345
9.46946946946947,-0.8415234008705469,-0.831847227835175
9.48948948948949,-0.8559116964095119,-0.8310850089552153
9.50950950950951,-0.9130632009383236,-0.7337653589972013
9.52952952952953,-0.8837593267912573,-0.7505432620496248
9.54954954954955,-0.9219556632988074,-0.6841950896935293
9.56956956956957,-0.9314820748864309,-0.650883154043644
9.58958958958959,-0.9356084145385032,-0.6715479394430077
9.60960960960961,-0.9166784662742523,-0.6608935627250372
9.62962962962963,-0.9821829939215626,-0.6493591791784097
9.64964964964965,-0.9756396778778934,-0.6579616688678137
9.66966966966967,-0.9925037363709517,-0.6288710087662518
9.68968968968969,-0.9810250758551206,-0.5965596759521868
9.70970970970971,-1.0169561347664586,-0.5824708494905864
9.72972972972973,-1.018286090622404,-0.5509827543891669
9.74974974974975,-1.0538489963970719,-0.5670049692017315
9.76976976976977,-1.0225229991834628,-0.5371621458654889
9.78978978978979,-1.0833686791461448,-0.5026748651818401
9.80980980980981,-1.0558310385029632,-0.5247000022350856
9.82982982982983,-1.0702247714749364,-0.4618126704630803
9.84984984984985,-1.076690151403258,-0.4462324331099586
9.86986986986987,-1.1212724704164403,-0.43451296960203617
9.88988988988989,-1.1078927492109363,-0.4329700027927322
9.90990990990991,-1.0927249823465068,-0.3758324451449677
9.92992992992993,-1.0821854194889569,-0.3611532686171753
9.94994994994995,-1.1278438139640303,-0.3623585757792856
9.96996996996997,-1.1175272482638516,-0.34888920684514346
9.98998998998999,-1.1371000265685811,-0.31667776666179337
10.01001001001001,-1.1473884395808123,-0.32952282778818526
10.03003003003003,-1.1606145172692601,-0.2839911339152731
10.05005005005005,-1.1580212495793452,-0.27154906609757345
10.07007007007007,-1.1500684483700476,-0.2674892608898068
10.09009009009009,-1.153365984786099,-0.23401345416621164
10.11011011011011,-1.1978393279844175,-0.1943041659841647
10.13013013013013,-1.1874405565797577,-0.2377774832038196
10.15015015015015,-1.2022389481510383,-0.20659034335948878
10.17017017017017,-1.1838362381197636,-0.17311197554645272
10.19019019019019,-1.1947866557355222,-0.13668115406910103
10.21021021021021,-1.1840510252999226,-0.12417214603254174
10.23023023023023,-1.185078266471541,-0.09956892009811653
10.25025025025025,-1.2374876333711196,-0.10056235378224286
10.27027027027027,-1.2406136237047656,-0.07392065148156293
10.29029029029029,-1.1984098159478416,-0.03508853831356238
10.31031031031031,-1.175498889628753,-0.033292848634922635
10.33033033033033,-1.2098197709970302,-0.008988858089558358
10.35035035035035,-1.210558343704934,-6.094751590016e-05
10.37037037037037,-1.1800911482076775,0.007470471460675912
10.39039039039039,-1.1831406544598093,0.050830211919489825
10.41041041041041,-1.2174169668871233,0.07541092482052612
10.43043043043043,-1.1830433935839957,0.07661425728876128
10.45045045045045,-1.210581657055458,0.07602340044439983
10.47047047047047,-1.2040360304399493,0.1226774911532925
10.49049049049049,-1.2099702996797912,0.13917740244234894
10.51051051051051,-1.2128957103423461,0.14492794829864486
10.53053053053053,-1.1826986512806203,0.21647177645369087
10.55055055055055,-1.2088976052302312,0.21554403470976882
10.57057057057057,-1.1744433452915728,0.21283342665993002
10.59059059059059,-1.1707919512320977,0.23197932858184941
10.61061061061061,-1.1715818030452814,0.27060596747563115
10.63063063063063,-1.1726179166145834,0.2825719182967903
10.65065065065065,-1.170988222097725,0.27708317712269415
10.67067067067067,-1.1737853713174977,0.3057049316920987
10.69069069069069,-1.1173226284800928,0.31332525990509563
10.71071071071071,-1.1436766789900938,0.3107959745410923
10.73073073073073,-1.1374745040721341,0.31939256767896457
10.75075075075075,-1.1439329206100755,0.3738846064130734
10.77077077077077,-1.0917200672596146,0.443569785071254
10.79079079079079,-1.1218965823127316,0.43406032908099473
10.81081081081081,-1.0969953610761067,0.42022590120731024
10.83083083083083,-1.08456652250337,0.4423090356710124
10.85085085085085,-1.0820025489343854,0.45064262916279946
10.87087087087087,-1.1028104350406633,0.44558937228712886
10.89089089089089,-1.0520686200945848,0.4884895703582902
10.91091091091091,-1.0669899374791787,0.5116594571038796
10.93093093093093,-1.0287554938780932,0.5324612809960021
10.95095095095095,-1.0470146321310163,0.5706380564334671
10.97097097097097,-0.9912048205653242,0.573149558594565
10.99099099099099,-0.9918681588742684,0.6051262247212319
11.01101101101101,-0.9769526536809797,0.6094741597855374
11.03103103103103,-0.9754637533337012,0.6243611124321862
11.05105105105105,-0.9969189974947653,0.6446225253653122
11.07107107107107,-0.9892983469069441,0.6312143809320366
11.09109109109109,-0.9229917680718426,0.6802607844802748
11.11111111111111,-0.9058703166742913,0.6742180133977611
11.13113113113113,-0.9448958516332162,0.6908762419462324
11.15115115115115,-0.9057235250811086,0.7131297197829731
11.17117117117117,-0.870687946975999,0.7200139472741386
11.19119119119119,-0.8716059886096128,0.7229735167857303
11.21121121121121,-0.8546168984446142,0.758124939934523
11.23123123123123,-0.8632913986062157,0.7684654868065042
11.25125125125125,-0.8363498840556353,0.7826933432437897
11.27127127127127,-0.7813143110770614,0.8008293367973174
11.29129129129129,-0.8054016876468676,0.7753307654954184
11.31131131131131,-0.8019028912743051,0.8262717443698857
11.33133133133133,-0.7809477706649325,0.8731847998027623
11.35135135135135,-0.7534632448996544,0.8850930083062942
11.37137137137137,-0.7315909332381298,0.8735901817559184
11.391391391391391,-0.7169933807182158,0.8861830226513605
11.411411411411411,-0.6629711522499654,0.8527082327365703
11.431431431431431,-0.7192501915984162,0.9009541460172285
11.451451451451451,-0.6605491799298331,0.9380524142025327
11.471471471471471,-0.6327524647760462,0.9287057190878167
11.491491491491491,-0.6029677513911107,0.9688343281841203
11.511511511511511,-0.6005679270410612,0.9790147850261469
11.531531531531531,-0.5794689376411187,0.9597466302328928
11.551551551551551,-0.5514169829824129,0.9840787461511936
11.571571571571571,-0.5455832907438396,1.0218834642304082
11.591591591591591,-0.5746563185485363,0.974288615623041
11.611611611611611,-0.5292079776233498,1.0052473907747463
11.631631631631631,-0.4901923640918798,0.9918813399973836
11.651651651651651,-0.4842501121636014,1.0139639146427062
11.671671671671671,-0.39466566563672584,1.075998999563283
11.691691691691691,-0.43114424507212235,1.0410994844912542
11.711711711711711,-0.4248239620947125,1.0182323820070822
11.731731731731731,-0.382951363099569,1.0440721344514081
11.751751751751751,-0.36093576376357395,1.0392633165720808
11.771771771771771,-0.35296234015903477,1.0810762998501415
11.791791791791791,-0.3087499645816712,1.0928818503784128
11.811811811811811,-0.32071066604460957,1.1076416554755504
11.831831831831831,-0.2884155984626628,1.1088023536014844
11.851851851851851,-0.250626786491432,1.0737915919910168
11.871871871871871,-0.23464130159488789,1.1133731500122581
11.891891891891891,-0.1938706645953213,1.1075608712335208
11.911911911911911,-0.15322499213871008,1.1344100082218187
11.931931931931931,-0.1666509778650265,1.132702355049901
11.951951951951951,-0.10043490079952788,1.159907623768555
