,C_X,C_N,C_L,F_in,C_N_in,I0,Time
16317,3.2288901805877686,2.22483229637146,0.005753284320235252,0.004,6,181,88.19095477
16318,3.2336347103118896,2.2373812198638916,0.005767878144979477,0.004,6,181,88.94472362
16319,3.2377138137817383,2.2539846897125244,0.005779245402663946,0.004,6,181,89.69849246
16320,3.241718292236328,2.2705109119415283,0.005790372379124165,0.004,6,181,90.45226131
16321,3.2456490993499756,2.286957025527954,0.005801264196634293,0.004,6,181,91.20603015
16322,3.249507427215576,2.303328275680542,0.005811923649162054,0.004,6,181,91.95979899
16323,3.253214120864868,2.319340467453003,0.005822249222546816,0.004,6,181,92.71356784
16324,3.2562994956970215,2.3333308696746826,0.005831618327647448,0.004,6,181,93.46733668
16325,3.259326934814453,2.3472859859466553,0.005840782076120377,0.004,6,181,94.22110553
16326,3.2622969150543213,2.3612072467803955,0.005849742796272039,0.004,6,181,94.97487437
16327,3.2652108669281006,2.3750946521759033,0.005858505144715309,0.004,6,181,95.72864322
16328,3.2680788040161133,2.388533353805542,0.005867094732820988,0.004,6,181,96.48241206
16329,3.27091646194458,2.4008662700653076,0.0058755516074597836,0.004,6,181,97.2361809
16330,3.273700714111328,2.413172483444214,0.0058838194236159325,0.004,6,181,97.98994975
16331,3.276432991027832,2.4254543781280518,0.005891901906579733,0.004,6,181,98.74371859
16332,3.279113531112671,2.437711000442505,0.005899804178625345,0.004,6,181,99.49748744
16333,3.2817442417144775,2.4499447345733643,0.005907528568059206,0.004,6,181,100.2512563
16334,3.284325122833252,2.4621543884277344,0.005915077403187752,0.004,6,181,101.0050251
16335,3.286857843399048,2.4743409156799316,0.0059224567376077175,0.004,6,181,101.758794
16336,3.2893433570861816,2.486504316329956,0.005929667968302965,0.004,6,181,102.5125628
16337,3.2917823791503906,2.498645782470703,0.0059367152862250805,0.004,6,181,103.2663317
16338,3.2941761016845703,2.51076602935791,0.005943602416664362,0.004,6,181,104.0201005
16339,3.296525239944458,2.5228641033172607,0.005950332153588533,0.004,6,181,104.7738693
16340,3.298830986022949,2.5349416732788086,0.005956908687949181,0.004,6,181,105.5276382
16341,3.3010942935943604,2.546998977661133,0.005963333882391453,0.004,6,181,106.281407
16342,3.303316116333008,2.5590367317199707,0.005969613324850798,0.004,6,181,107.0351759
16343,3.305497646331787,2.5710549354553223,0.00597574794664979,0.004,6,181,107.7889447
16344,3.3076393604278564,2.5830535888671875,0.00598174287006259,0.004,6,181,108.5427136
16345,3.3097426891326904,2.5950350761413574,0.005987601354718208,0.004,6,181,109.2964824
16346,3.3118083477020264,2.6069977283477783,0.00599332619458437,0.004,6,181,110.0502513
16347,3.3138372898101807,2.6189427375793457,0.00599891971796751,0.004,6,181,110.8040201
16348,3.3158304691314697,2.6308703422546387,0.006004387978464365,0.004,6,181,111.5577889
16349,3.31778883934021,2.6427817344665527,0.006009731441736221,0.004,6,181,112.3115578
16350,3.319713592529297,2.654676675796509,0.006014954764395952,0.004,6,181,113.0653266
16351,3.3216054439544678,2.6665549278259277,0.006020061206072569,0.004,6,181,113.8190955
16352,3.323465347290039,2.6784205436706543,0.006025053560733795,0.004,6,181,114.5728643
16353,3.3252944946289062,2.6902689933776855,0.006029935088008642,0.004,6,181,115.3266332
16354,3.3270933628082275,2.702103853225708,0.006034709047526121,0.004,6,181,116.080402
16355,3.3288633823394775,2.7139251232147217,0.006039379630237818,0.004,6,181,116.8341709
16356,3.3306846618652344,2.726268768310547,0.006043901666998863,0.004,6,181,117.5879397
16357,3.332636833190918,2.73966908454895,0.006048235576599836,0.004,6,181,118.3417085
16358,3.334561347961426,2.753047466278076,0.006052474025636911,0.004,6,181,119.0954774
16359,3.3364593982696533,2.7664060592651367,0.006056622602045536,0.004,6,181,119.8492462
16360,3.338331937789917,2.77974534034729,0.0060606831684708595,0.004,6,181,120.6030151
16361,3.340179443359375,2.7930641174316406,0.00606465945020318,0.004,6,181,121.3567839
16362,3.34200382232666,2.806366205215454,0.006068554241210222,0.004,6,181,122.1105528
16363,3.3438053131103516,2.8196492195129395,0.0060723694041371346,0.004,6,181,122.8643216
16364,3.345585346221924,2.832916259765625,0.006076109129935503,0.004,6,181,123.6180905
16365,3.3472695350646973,2.846294403076172,0.006079684942960739,0.004,6,181,124.3718593
16366,3.3485522270202637,2.860300064086914,0.006082712206989527,0.004,6,181,125.1256281
16367,3.349813938140869,2.8742775917053223,0.00608565891161561,0.004,6,181,125.879397
16368,3.351055383682251,2.888227939605713,0.006088529247790575,0.004,6,181,126.6331658
16369,3.3522770404815674,2.902151107788086,0.006091321352869272,0.004,6,181,127.3869347
16370,3.3534791469573975,2.9160451889038086,0.006094039883464575,0.004,6,181,128.1407035
16371,3.3546619415283203,2.92991304397583,0.0060966843739151955,0.004,6,181,128.8944724
16372,3.355825662612915,2.9437549114227295,0.006099255755543709,0.004,6,181,129.6482412
16373,3.356971263885498,2.957570791244507,0.006101755425333977,0.004,6,181,130.4020101
16374,3.358098268508911,2.9713616371154785,0.006104186177253723,0.004,6,181,131.1557789
16375,3.3592073917388916,2.9851274490356445,0.006106548011302948,0.004,6,181,131.9095477
16376,3.3602993488311768,2.998868942260742,0.006108843255788088,0.004,6,181,132.6633166
16377,3.3613736629486084,3.0125865936279297,0.006111072842031717,0.004,6,181,133.4170854
16378,3.362431049346924,3.0262789726257324,0.006113236304372549,0.004,6,181,134.1708543
16379,3.3634719848632812,3.039949893951416,0.006115338299423456,0.004,6,181,134.9246231
16380,3.3644964694976807,3.0535967350006104,0.0061173769645392895,0.004,6,181,135.678392
16381,3.3655052185058594,3.067223072052002,0.0061193546280264854,0.004,6,181,136.4321608
16382,3.3664979934692383,3.0808255672454834,0.006121272686868906,0.004,6,181,137.1859296
16383,3.3674752712249756,3.094407796859741,0.006123132538050413,0.004,6,181,137.9396985
16384,3.3684375286102295,3.107968330383301,0.006124934181571007,0.004,6,181,138.6934673
16385,3.369385004043579,3.1215078830718994,0.0061266799457371235,0.004,6,181,139.4472362
16386,3.3703176975250244,3.1350271701812744,0.006128371227532625,0.004,6,181,140.201005
16387,3.3712363243103027,3.148526430130005,0.00613000662997365,0.004,6,181,140.9547739
16388,3.372140645980835,3.1620068550109863,0.006131590344011784,0.004,6,181,141.7085427
16389,3.3730313777923584,3.1754682064056396,0.006133121903985739,0.004,6,181,142.4623116
16390,3.373908519744873,3.188908815383911,0.006134602706879377,0.004,6,181,143.2160804
16391,3.374727964401245,3.200700283050537,0.006136355921626091,0.004,6,181,143.9698492
16392,3.3755290508270264,3.2122910022735596,0.006138095166534185,0.004,6,181,144.7236181
16393,3.3763175010681152,3.2238712310791016,0.0061397859826684,0.004,6,181,145.4773869
16394,3.377094030380249,3.235442638397217,0.006141428370028734,0.004,6,181,146.2311558
16395,3.3778584003448486,3.2470037937164307,0.006143023259937763,0.004,6,181,146.9849246
16396,3.3786110877990723,3.258556365966797,0.006144571118056774,0.004,6,181,147.7386935
16397,3.3793516159057617,3.270099401473999,0.0061460742726922035,0.004,6,181,148.4924623
16398,3.3800814151763916,3.2816343307495117,0.006147532723844051,0.004,6,181,149.2462312
16399,3.3807997703552246,3.2931582927703857,0.00614894786849618,0.004,6,181,150.0
