,C_X,C_N,C_L,F_in,C_N_in,I0,Time
15130,3.042579407,9.473528882,0.004901306,0.009,11,136,97.98994975
15131,3.045272309,9.543167694,0.004912647,0.009,11,136,98.74371859
15132,3.047920834,9.612816559,0.004923844,0.009,11,136,99.49748744
15133,3.050525482,9.682475365,0.004934898,0.009,11,136,100.2512563
15134,3.05308675,9.752144,0.004945811,0.009,11,136,101.0050251
15135,3.055605139,9.821822355,0.004956584,0.009,11,136,101.758794
15136,3.058081149,9.891510315,0.004967219,0.009,11,136,102.5125628
15137,3.060515283,9.961207769,0.004977717,0.009,11,136,103.2663317
15138,3.062908041,10.03091461,0.00498808,0.009,11,136,104.0201005
15139,3.065259928,10.10063071,0.004998309,0.009,11,136,104.7738693
15140,3.067571448,10.17035597,0.005008405,0.009,11,136,105.5276382
15141,3.069843106,10.24009027,0.005018371,0.009,11,136,106.281407
15142,3.072075407,10.3098335,0.005028208,0.009,11,136,107.0351759
15143,3.074268858,10.37958554,0.005037917,0.009,11,136,107.7889447
15144,3.076423967,10.44934628,0.0050475,0.009,11,136,108.5427136
15145,3.078541242,10.5191156,0.005056958,0.009,11,136,109.2964824
15146,3.080621193,10.5888934,0.005066293,0.009,11,136,110.0502513
15147,3.082664329,10.65867954,0.005075506,0.009,11,136,110.8040201
15148,3.084671162,10.72847393,0.0050846,0.009,11,136,111.5577889
15149,3.086642203,10.79827643,0.005093574,0.009,11,136,112.3115578
15150,3.088577965,10.86808694,0.005102432,0.009,11,136,113.0653266
15151,3.090478962,10.93790534,0.005111174,0.009,11,136,113.8190955
15152,3.092345709,11.00773151,0.005119802,0.009,11,136,114.5728643
15153,3.094178719,11.07756533,0.005128317,0.009,11,136,115.3266332
15154,3.095978511,11.14740668,0.005136721,0.009,11,136,116.080402
15155,3.0977456,11.21725546,0.005145016,0.009,11,136,116.8341709
15156,3.099480504,11.28711153,0.005153203,0.009,11,136,117.5879397
15157,3.101183743,11.35697479,0.005161284,0.009,11,136,118.3417085
15158,3.102855836,11.42684511,0.00516926,0.009,11,136,119.0954774
15159,3.104497302,11.49672236,0.005177132,0.009,11,136,119.8492462
15160,3.106108665,11.56660645,0.005184903,0.009,11,136,120.6030151
15161,3.107690445,11.63649723,0.005192573,0.009,11,136,121.3567839
15162,3.109243166,11.7063946,0.005200144,0.009,11,136,122.1105528
15163,3.110767352,11.77629843,0.005207618,0.009,11,136,122.8643216
15164,3.112263527,11.8462086,0.005214997,0.009,11,136,123.6180905
15165,3.113732218,11.91612498,0.005222281,0.009,11,136,124.3718593
15166,3.11517395,11.98604747,0.005229472,0.009,11,136,125.1256281
15167,3.11658925,12.05597594,0.005236573,0.009,11,136,125.879397
15168,3.117978648,12.12591025,0.005243583,0.009,11,136,126.6331658
15169,3.119342672,12.1958503,0.005250506,0.009,11,136,127.3869347
15170,3.120681852,12.26579596,0.005257342,0.009,11,136,128.1407035
15171,3.121996719,12.3357471,0.005264094,0.009,11,136,128.8944724
15172,3.123287805,12.40570361,0.005270761,0.009,11,136,129.6482412
15173,3.124555641,12.47566535,0.005277347,0.009,11,136,130.4020101
15174,3.125800761,12.54563221,0.005283852,0.009,11,136,131.1557789
15175,3.127023701,12.61560406,0.005290279,0.009,11,136,131.9095477
15176,3.128224993,12.68558078,0.005296628,0.009,11,136,132.6633166
15177,3.129405175,12.75556223,0.005302901,0.009,11,136,133.4170854
15178,3.130564784,12.8255483,0.005309101,0.009,11,136,134.1708543
15179,3.131704356,12.89553886,0.005315227,0.009,11,136,134.9246231
15180,3.132824431,12.96553378,0.005321282,0.009,11,136,135.678392
15181,3.133925548,13.03553293,0.005327268,0.009,11,136,136.4321608
15182,3.135008247,13.1055362,0.005333186,0.009,11,136,137.1859296
15183,3.136073069,13.17554345,0.005339037,0.009,11,136,137.9396985
15184,3.137120556,13.24555456,0.005344823,0.009,11,136,138.6934673
15185,3.138151251,13.3155694,0.005350545,0.009,11,136,139.4472362
15186,3.139165698,13.38558783,0.005356206,0.009,11,136,140.201005
15187,3.140164441,13.45560974,0.005361806,0.009,11,136,140.9547739
15188,3.141148025,13.52563499,0.005367347,0.009,11,136,141.7085427
15189,3.142116997,13.59566346,0.005372832,0.009,11,136,142.4623116
15190,3.143071904,13.66569501,0.00537826,0.009,11,136,143.2160804
15191,3.144013294,13.73572952,0.005383634,0.009,11,136,143.9698492
15192,3.144941715,13.80576686,0.005388956,0.009,11,136,144.7236181
15193,3.145857718,13.87580689,0.005394226,0.009,11,136,145.4773869
15194,3.146761853,13.94584948,0.005399447,0.009,11,136,146.2311558
15195,3.147654671,14.01589452,0.00540462,0.009,11,136,146.9849246
15196,3.148536725,14.08594185,0.005409747,0.009,11,136,147.7386935
15197,3.149408567,14.15599136,0.005414829,0.009,11,136,148.4924623
15198,3.150269339,14.22604326,0.005419863,0.009,11,136,149.2462312
15199,3.151115978,14.29609831,0.005424844,0.009,11,136,150.0
