Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
450,0.1,0.026787,37.331,30.91,34.643,136.5,32.04,40.454,525.5,7.5802,15.832,0.044449,vapor
450,0.2,0.053695,18.624,30.888,34.613,130.69,32.111,40.626,524.85,7.5709,15.832,0.04459,vapor
450,0.3,0.080724,12.388,30.865,34.582,127.27,32.182,40.799,524.19,7.5616,15.832,0.044731,vapor
450,0.4,0.10788,9.2699,30.843,34.551,124.83,32.254,40.974,523.54,7.5523,15.833,0.044872,vapor
450,0.5,0.13515,7.399,30.82,34.52,122.92,32.326,41.15,522.88,7.5429,15.834,0.045014,vapor
450,0.6,0.16256,6.1517,30.798,34.489,121.35,32.398,41.328,522.22,7.5335,15.835,0.045156,vapor
450,0.7,0.19009,5.2608,30.775,34.458,120.02,32.47,41.508,521.57,7.5241,15.837,0.045298,vapor
450,0.8,0.21774,4.5926,30.752,34.426,118.86,32.542,41.689,520.91,7.5147,15.839,0.04544,vapor
450,0.9,0.24553,4.0728,30.729,34.395,117.83,32.614,41.872,520.24,7.5053,15.841,0.045583,vapor
450,1,0.27345,3.657,30.707,34.363,116.9,32.687,42.056,519.58,7.4958,15.844,0.045727,vapor
450,1.1,0.3015,3.3167,30.684,34.332,116.06,32.76,42.242,518.92,7.4863,15.846,0.04587,vapor
450,1.2,0.32968,3.0332,30.66,34.3,115.28,32.833,42.43,518.25,7.4767,15.85,0.046014,vapor
450,1.3,0.35801,2.7933,30.637,34.268,114.57,32.907,42.62,517.58,7.4672,15.853,0.046159,vapor
450,1.4,0.38646,2.5876,30.614,34.237,113.9,32.98,42.812,516.91,7.4576,15.857,0.046304,vapor
450,1.5,0.41506,2.4093,30.591,34.205,113.27,33.054,43.005,516.24,7.448,15.861,0.046449,vapor
450,1.6,0.44379,2.2533,30.567,34.173,112.68,33.128,43.2,515.57,7.4383,15.865,0.046595,vapor
450,1.7,0.47267,2.1156,30.544,34.14,112.13,33.203,43.397,514.9,7.4287,15.87,0.046741,vapor
