,C_X,C_N,C_L,F_in,C_N_in,I0,Time
12600,1.9,1.8,0.0,0.006,11,120,0.0
12601,1.897100567817688,1.6989740133285522,3.0928767955629155e-05,0.006,11,120,0.753768844
12602,1.9187743663787842,1.739963412284851,9.940285963239148e-05,0.006,11,120,1.507537688
12603,1.9400495290756226,1.7810158729553223,0.00016678574320394546,0.006,11,120,2.261306533
12604,1.9609280824661255,1.822129726409912,0.00023310290998779237,0.006,11,120,3.015075377
12605,1.9814120531082153,1.8633044958114624,0.0002983651065733284,0.006,11,120,3.768844221
12606,2.0015060901641846,1.9045387506484985,0.0003625850076787174,0.006,11,120,4.522613065
12607,2.0212156772613525,1.9458369016647339,0.0004257817636243999,0.006,11,120,5.27638191
12608,2.04054594039917,1.9871920347213745,0.00048797123599797487,0.006,11,120,6.030150754
12609,2.059501886367798,2.0286080837249756,0.0005491682095453143,0.006,11,120,6.783919598
12610,2.0780889987945557,2.0700790882110596,0.0006093911943025887,0.006,11,120,7.537688442
12611,2.096312999725342,2.1116127967834473,0.0006686557317152619,0.006,11,120,8.291457286
12612,2.1141788959503174,2.1532046794891357,0.0007269781199283898,0.006,11,120,9.045226131
12613,2.13169264793396,2.194852113723755,0.000784374657087028,0.006,11,120,9.798994975
12614,2.148860216140747,2.236553430557251,0.0008408601279370487,0.006,11,120,10.55276382
12615,2.1656856536865234,2.278308629989624,0.0008964526350609958,0.006,11,120,11.30653266
12616,2.1821770668029785,2.320115804672241,0.0009511666721664369,0.006,11,120,12.06030151
12617,2.198338270187378,2.3619821071624756,0.001005017664283514,0.006,11,120,12.81407035
12618,2.2141764163970947,2.4038987159729004,0.0010580226080492139,0.006,11,120,13.5678392
12619,2.22969651222229,2.445864200592041,0.0011101969284936786,0.006,11,120,14.32160804
12620,2.2449052333831787,2.4878811836242676,0.0011615565745159984,0.006,11,120,15.07537688
12621,2.2598087787628174,2.529947280883789,0.0012121156323701143,0.006,11,120,15.82914573
12622,2.2744128704071045,2.5720627307891846,0.0012618927285075188,0.006,11,120,16.58291457
12623,2.2887232303619385,2.614222526550293,0.0013109003193676472,0.006,11,120,17.33668342
12624,2.3027474880218506,2.6564290523529053,0.001359154237434268,0.006,11,120,18.09045226
12625,2.316490650177002,2.6986846923828125,0.001406672177836299,0.006,11,120,18.84422111
12626,2.3299598693847656,2.7409791946411133,0.00145346752833575,0.006,11,120,19.59798995
12627,2.3431615829467773,2.783317804336548,0.0014995551900938153,0.006,11,120,20.35175879
12628,2.3561055660247803,2.8257009983062744,0.0015449607744812965,0.006,11,120,21.10552764
12629,2.3688018321990967,2.8681232929229736,0.00158970570191741,0.006,11,120,21.85929648
12630,2.381253719329834,2.91058087348938,0.0016338014975190163,0.006,11,120,22.61306533
12631,2.393465280532837,2.953078031539917,0.0016772568924352527,0.006,11,120,23.36683417
12632,2.4054410457611084,2.995614528656006,0.0017200806178152561,0.006,11,120,24.12060302
12633,2.4171838760375977,3.038186550140381,0.0017622817540541291,0.006,11,120,24.87437186
12634,2.428697109222412,3.0807950496673584,0.0018038710113614798,0.006,11,120,25.6281407
12635,2.439985990524292,3.1234405040740967,0.0018448554910719395,0.006,11,120,26.38190955
12636,2.45105242729187,3.166118860244751,0.0018852459033951163,0.006,11,120,27.13567839
12637,2.461902141571045,3.208834409713745,0.0019250510958954692,0.006,11,120,27.88944724
12638,2.4725372791290283,3.2515811920166016,0.0019642789848148823,0.006,11,120,28.64321608
12639,2.482962131500244,3.2943615913391113,0.0020029402803629637,0.006,11,120,29.39698492
12640,2.493180274963379,3.33717679977417,0.0020410430151969194,0.006,11,120,30.15075377
12641,2.503195285797119,3.3800241947174072,0.0020785960368812084,0.006,11,120,30.90452261
12642,2.5130112171173096,3.4229013919830322,0.002115607261657715,0.006,11,120,31.65829146
12643,2.5226306915283203,3.4658076763153076,0.0021520876325666904,0.006,11,120,32.4120603
12644,2.5320584774017334,3.5087478160858154,0.002188044833019376,0.006,11,120,33.16582915
12645,2.54129695892334,3.5517170429229736,0.002223486779257655,0.006,11,120,33.91959799
12646,2.55035138130188,3.5947141647338867,0.0022584227845072746,0.006,11,120,34.67336683
12647,2.5592241287231445,3.6377387046813965,0.0022928607650101185,0.006,11,120,35.42713568
12648,2.567918300628662,3.6807940006256104,0.002326811198145151,0.006,11,120,36.18090452
12649,2.5764381885528564,3.7238755226135254,0.002360279206186533,0.006,11,120,36.93467337
12650,2.584787607192993,3.7669825553894043,0.0023932773619890213,0.006,11,120,37.68844221
12651,2.5929691791534424,3.8101205825805664,0.0024258107878267765,0.006,11,120,38.44221106
12652,2.600986957550049,3.8532795906066895,0.0024578890297561884,0.006,11,120,39.1959799
12653,2.60884428024292,3.8964650630950928,0.0024895190726965666,0.006,11,120,39.94974874
12654,2.616543769836426,3.9396700859069824,0.0025207113940268755,0.006,11,120,40.70351759
12655,2.6240909099578857,3.9829049110412598,0.002551472280174494,0.006,11,120,41.45728643
12656,2.6314873695373535,4.02616548538208,0.0025818105787038803,0.006,11,120,42.21105528
12657,2.6387367248535156,4.0694451332092285,0.0026117349043488503,0.006,11,120,42.96482412
12658,2.6458425521850586,4.112744331359863,0.002641252474859357,0.006,11,120,43.71859296
12659,2.6528091430664062,4.156067848205566,0.0026703712064772844,0.006,11,120,44.47236181
12660,2.6596381664276123,4.199409484863281,0.002699099248275161,0.006,11,120,45.22613065
12661,2.666334629058838,4.242773532867432,0.002727445214986801,0.006,11,120,45.9798995
12662,2.672900438308716,4.28615665435791,0.0027554151602089405,0.006,11,120,46.73366834
