Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
189.23,0.01,0.0063995,156.26,19.417,20.98,116.34,46.232,54.806,204.26,64.129,5.1698,0.0081328,vapor
190.53,0.01,0.0063551,157.35,19.477,21.051,116.71,46.423,54.991,204.91,62.96,5.2055,0.0082333,vapor
195.53,0.01,0.0061892,161.57,19.712,21.327,118.15,47.164,55.712,207.4,58.649,5.343,0.0086262,vapor
200.53,0.01,0.0060319,165.79,19.95,21.608,119.56,47.916,56.446,209.85,54.65,5.4805,0.0090263,vapor
205.53,0.01,0.0058826,169.99,20.192,21.892,120.96,48.681,57.193,212.26,50.948,5.6177,0.0094337,vapor
210.53,0.01,0.0057406,174.2,20.438,22.18,122.35,49.457,57.954,214.63,47.524,5.7549,0.0098483,vapor
215.53,0.01,0.0056054,178.4,20.688,22.472,123.72,50.246,58.729,216.97,44.365,5.8918,0.01027,vapor
220.53,0.01,0.0054766,182.6,20.941,22.767,125.07,51.048,59.518,219.27,41.454,6.0286,0.010699,vapor
225.53,0.01,0.0053536,186.79,21.199,23.067,126.42,51.864,60.322,221.54,38.775,6.1653,0.011136,vapor
230.53,0.01,0.0052361,190.98,21.461,23.37,127.75,52.692,61.14,223.77,36.31,6.3017,0.011579,vapor
235.53,0.01,0.0051237,195.17,21.726,23.678,129.07,53.535,61.973,225.98,34.043,6.438,0.01203,vapor
240.53,0.01,0.0050161,199.36,21.997,23.99,130.38,54.39,62.82,228.15,31.958,6.5741,0.012488,vapor
245.53,0.01,0.0049129,203.54,22.271,24.306,131.68,55.259,63.681,230.3,30.038,6.71,0.012953,vapor
250.53,0.01,0.004814,207.73,22.55,24.627,132.97,56.14,64.555,232.42,28.269,6.8457,0.013426,vapor
255.53,0.01,0.004719,211.91,22.833,24.952,134.26,57.033,65.442,234.52,26.637,6.9812,0.013906,vapor
