Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
230.53,0.092554,0.05,20,21.329,23.181,108.67,53.506,63.208,218.7,37.728,6.2715,0.011527,vapor
235.53,0.094719,0.05,20,21.599,23.493,109.83,54.306,63.931,221.06,35.315,6.4099,0.011983,vapor
240.53,0.096878,0.05,20,21.873,23.81,110.98,55.119,64.674,223.38,33.102,6.548,0.012446,vapor
245.53,0.099034,0.05,20,22.15,24.131,112.12,55.946,65.436,225.67,31.069,6.6859,0.012917,vapor
250.53,0.10119,0.05,20,22.432,24.456,113.26,56.788,66.219,227.92,29.201,6.8235,0.013395,vapor
255.53,0.10333,0.05,20,22.718,24.785,114.39,57.644,67.02,230.14,27.48,6.9609,0.01388,vapor
260.52,0.10548,0.05,20,23.008,25.118,115.51,58.515,67.84,232.34,25.893,7.0981,0.014373,vapor
265.52,0.10762,0.05,20,23.303,25.456,116.63,59.399,68.677,234.5,24.428,7.235,0.014873,vapor
270.52,0.10976,0.05,20,23.602,25.798,117.75,60.295,69.531,236.63,23.073,7.3717,0.01538,vapor
275.52,0.1119,0.05,20,23.906,26.144,118.86,61.204,70.4,238.74,21.817,7.5081,0.015895,vapor
280.52,0.11403,0.05,20,24.215,26.495,119.97,62.124,71.282,240.83,20.652,7.6442,0.016417,vapor
285.52,0.11616,0.05,20,24.527,26.851,121.08,63.054,72.178,242.89,19.57,7.78,0.016946,vapor
290.52,0.11829,0.05,20,24.845,27.211,122.18,63.994,73.085,244.92,18.563,7.9156,0.017482,vapor
295.52,0.12042,0.05,20,25.167,27.576,123.28,64.942,74.002,246.94,17.626,8.0509,0.018026,vapor
300.52,0.12254,0.05,20,25.495,27.945,124.38,65.898,74.93,248.93,16.751,8.1859,0.018577,vapor
305.52,0.12467,0.05,20,25.826,28.32,125.47,66.861,75.865,250.91,15.935,8.3206,0.019135,vapor
310.52,0.12679,0.05,20,26.163,28.699,126.57,67.829,76.809,252.86,15.172,8.455,0.019701,vapor
315.52,0.12891,0.05,20,26.505,29.083,127.66,68.803,77.759,254.8,14.458,8.5891,0.020274,vapor
320.52,0.13103,0.05,20,26.851,29.472,128.75,69.781,78.715,256.72,13.789,8.7229,0.020854,vapor
325.52,0.13315,0.05,20,27.203,29.865,129.83,70.763,79.676,258.62,13.163,8.8563,0.021442,vapor
330.52,0.13526,0.05,20,27.559,30.264,130.92,71.748,80.641,260.51,12.575,8.9895,0.022036,vapor
335.52,0.13738,0.05,20,27.92,30.668,132.01,72.736,81.61,262.38,12.024,9.1223,0.022638,vapor
