Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
335.61,0.08874,0.033333,30,32.697,35.359,105.78,99.708,125.98,310.43,214.14,10.765,0.018732,vapor
340.61,0.090866,0.033333,30,33.131,35.857,107.06,76.088,94.767,315.77,181.97,10.935,0.019218,vapor
345.61,0.092739,0.033333,30,33.475,36.257,108.06,62.67,77.573,320.37,151.73,11.105,0.019714,vapor
350.61,0.09446,0.033333,30,33.767,36.601,108.9,54.94,67.795,324.31,125.95,11.275,0.020217,vapor
355.61,0.096089,0.033333,30,34.029,36.912,109.64,50.441,62.106,327.72,105.44,11.446,0.020728,vapor
360.61,0.09766,0.033333,30,34.274,37.204,110.33,47.811,58.745,330.72,89.716,11.616,0.021247,vapor
365.61,0.099194,0.033333,30,34.509,37.485,110.98,46.285,56.744,333.44,77.786,11.787,0.021773,vapor
370.61,0.1007,0.033333,30,34.738,37.759,111.6,45.423,55.559,335.95,68.656,11.957,0.022306,vapor
375.61,0.10219,0.033333,30,34.964,38.03,112.2,44.969,54.874,338.33,61.524,12.128,0.022847,vapor
380.61,0.10367,0.033333,30,35.188,38.299,112.8,44.773,54.506,340.61,55.807,12.298,0.023395,vapor
385.61,0.10514,0.033333,30,35.412,38.566,113.38,44.742,54.341,342.83,51.101,12.469,0.02395,vapor
390.61,0.1066,0.033333,30,35.636,38.834,113.96,44.822,54.312,344.99,47.129,12.64,0.024511,vapor
395.61,0.10805,0.033333,30,35.86,39.102,114.53,44.976,54.377,347.11,43.704,12.811,0.02508,vapor
400.61,0.1095,0.033333,30,36.086,39.371,115.09,45.183,54.507,349.19,40.697,12.982,0.025655,vapor
405.61,0.11095,0.033333,30,36.312,39.641,115.66,45.427,54.685,351.24,38.019,13.153,0.026237,vapor
410.61,0.11239,0.033333,30,36.54,39.912,116.21,45.7,54.898,353.27,35.608,13.324,0.026825,vapor
415.61,0.11383,0.033333,30,36.769,40.184,116.77,45.993,55.139,355.28,33.417,13.495,0.027419,vapor
420.61,0.11526,0.033333,30,37,40.458,117.32,46.303,55.4,357.26,31.412,13.667,0.02802,vapor
425.61,0.11669,0.033333,30,37.232,40.733,117.87,46.626,55.679,359.23,29.567,13.838,0.028627,vapor
430.61,0.11812,0.033333,30,37.466,41.01,118.42,46.96,55.972,361.17,27.861,14.01,0.029239,vapor
435.61,0.11955,0.033333,30,37.702,41.289,118.96,47.301,56.276,363.1,26.279,14.181,0.029858,vapor
440.61,0.12097,0.033333,30,37.939,41.569,119.5,47.649,56.589,365.02,24.807,14.353,0.030483,vapor
445.61,0.1224,0.033333,30,38.179,41.85,120.04,48.003,56.91,366.91,23.434,14.524,0.031113,vapor
450.61,0.12382,0.033333,30,38.419,42.134,120.58,48.361,57.238,368.8,22.151,14.696,0.031748,vapor
455.61,0.12524,0.033333,30,38.662,42.419,121.12,48.723,57.571,370.67,20.949,14.867,0.032389,vapor
460.61,0.12665,0.033333,30,38.907,42.706,121.65,49.088,57.909,372.52,19.821,15.039,0.033036,vapor
465.61,0.12807,0.033333,30,39.153,42.995,122.18,49.455,58.251,374.36,18.761,15.211,0.033687,vapor
