Temperature (K),Pressure (MPa),Density (mol/l),Volume (l/mol),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/MPa),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
450,0.1,0.026914,37.155,38.414,42.129,122.33,48.126,56.894,368.95,22.29,14.684,0.031622,vapor
450,0.2,0.054217,18.445,38.312,42.001,116.34,48.95,58.21,367.33,22.359,14.645,0.031829,vapor
450,0.3,0.081932,12.205,38.207,41.869,112.74,49.821,59.618,365.66,22.457,14.607,0.032041,vapor
450,0.4,0.11009,9.0836,38.1,41.733,110.1,50.756,61.145,363.93,22.58,14.569,0.032257,vapor
450,0.5,0.13872,7.209,37.988,41.593,108,51.771,62.816,362.14,22.721,14.531,0.032478,vapor
450,0.6,0.16785,5.9578,37.873,41.447,106.22,52.885,64.663,360.28,22.875,14.494,0.032705,vapor
450,0.7,0.19752,5.0627,37.753,41.297,104.66,54.117,66.72,358.35,23.034,14.457,0.032937,vapor
450,2.5433,0.96219,1.0393,33.541,36.184,83.978,142.38,265.02,295.26,19.86,13.879,0.040289,vapor
