,trainLoss,valLoss
0,0.08384272456169128,0.08384272456169128
1,0.05117027834057808,0.05117027834057808
2,0.03799624741077423,0.03799624741077423
3,0.0321553535759449,0.0321553535759449
4,0.028423365205526352,0.028423365205526352
5,0.02597750537097454,0.02597750537097454
6,0.023342885076999664,0.023342885076999664
7,0.020793378353118896,0.020793378353118896
8,0.019652128219604492,0.019652128219604492
9,0.01842387206852436,0.01842387206852436
10,0.018813472241163254,0.018813472241163254
11,0.017966290935873985,0.017966290935873985
12,0.01852242462337017,0.01852242462337017
13,0.018154475837945938,0.018154475837945938
14,0.017547277733683586,0.017547277733683586
15,0.017298173159360886,0.017298173159360886
16,0.018133986741304398,0.018133986741304398
17,0.01788867637515068,0.01788867637515068
18,0.017369911074638367,0.017369911074638367
19,0.01812327653169632,0.01812327653169632
20,0.017932500690221786,0.017932500690221786
21,0.01772039569914341,0.01772039569914341
22,0.016902698203921318,0.016902698203921318
23,0.018000060692429543,0.018000060692429543
24,0.017593808472156525,0.017593808472156525
25,0.018001630902290344,0.018001630902290344
26,0.017545338720083237,0.017545338720083237
27,0.01713356375694275,0.01713356375694275
28,0.018321102485060692,0.018321102485060692
29,0.018040843307971954,0.018040843307971954
30,0.017175495624542236,0.017175495624542236
31,0.017680875957012177,0.017680875957012177
32,0.01823871023952961,0.01823871023952961
33,0.01866171695291996,0.01866171695291996
34,0.017847103998064995,0.017847103998064995
35,0.016871700063347816,0.016871700063347816
36,0.0170633252710104,0.0170633252710104
37,0.017537016421556473,0.017537016421556473
38,0.017531219869852066,0.017531219869852066
39,0.018132416531443596,0.018132416531443596
40,0.017426088452339172,0.017426088452339172
41,0.017300628125667572,0.017300628125667572
42,0.017458520829677582,0.017458520829677582
43,0.017714237794280052,0.017714237794280052
44,0.017906779423356056,0.017906779423356056
45,0.01866142824292183,0.01866142824292183
46,0.01703828014433384,0.01703828014433384
47,0.01706104725599289,0.01706104725599289
48,0.017488285899162292,0.017488285899162292
49,0.01801537536084652,0.01801537536084652
50,0.018017835915088654,0.018017835915088654
51,0.017154093831777573,0.017154093831777573
52,0.01740344800055027,0.01740344800055027
53,0.019210172817111015,0.019210172817111015
54,0.018132932484149933,0.018132932484149933
55,0.017917441204190254,0.017917441204190254
56,0.018430989235639572,0.018430989235639572
57,0.01716608740389347,0.01716608740389347
58,0.017204247415065765,0.017204247415065765
59,0.01765332743525505,0.01765332743525505
60,0.016976572573184967,0.016976572573184967
61,0.017397964373230934,0.017397964373230934
62,0.0178206879645586,0.0178206879645586
63,0.018559573218226433,0.018559573218226433
64,0.017308086156845093,0.017308086156845093
65,0.01806659996509552,0.01806659996509552
66,0.0179093386977911,0.0179093386977911
67,0.01756502315402031,0.01756502315402031
68,0.01722070761024952,0.01722070761024952
69,0.017129074782133102,0.017129074782133102
70,0.018717609345912933,0.018717609345912933
71,0.01803300529718399,0.01803300529718399
72,0.01774989627301693,0.01774989627301693
73,0.017359748482704163,0.017359748482704163
74,0.01883743889629841,0.01883743889629841
75,0.016876734793186188,0.016876734793186188
76,0.018040774390101433,0.018040774390101433
77,0.018829772248864174,0.018829772248864174
78,0.017571311444044113,0.017571311444044113
79,0.017869630828499794,0.017869630828499794
80,0.01691378280520439,0.01691378280520439
81,0.017378028482198715,0.017378028482198715
82,0.017209291458129883,0.017209291458129883
83,0.017573662102222443,0.017573662102222443
84,0.017773782834410667,0.017773782834410667
85,0.017078973352909088,0.017078973352909088
86,0.0183070320636034,0.0183070320636034
87,0.01877615787088871,0.01877615787088871
88,0.01716303825378418,0.01716303825378418
89,0.017842907458543777,0.017842907458543777
90,0.017103366553783417,0.017103366553783417
91,0.017119718715548515,0.017119718715548515
92,0.017016688361763954,0.017016688361763954
93,0.017248516902327538,0.017248516902327538
94,0.017019210383296013,0.017019210383296013
95,0.017452815547585487,0.017452815547585487
96,0.018684251233935356,0.018684251233935356
97,0.01772555708885193,0.01772555708885193
98,0.01734028197824955,0.01734028197824955
99,0.017574457451701164,0.017574457451701164
